month,channel,region,spend_eur
2025-07-01,Content download,LATAM,162.00
2025-07-01,Content download,North America,2611.00
2025-07-01,Content download,Unknown,461.00
2025-07-01,Event / Trade show,APAC,4311.00
2025-07-01,Event / Trade show,EMEA - DACH,9190.00
2025-07-01,Event / Trade show,EMEA - North,4003.00
2025-07-01,Event / Trade show,EMEA - South,5819.00
2025-07-01,Event / Trade show,EMEA - UK&I,3668.00
2025-07-01,Event / Trade show,LATAM,3075.00
2025-07-01,Event / Trade show,North America,21061.00
2025-07-01,Event / Trade show,Unknown,4368.00
2025-07-01,Paid search - Enterprise LP,APAC,1942.00
2025-07-01,Paid search - Enterprise LP,EMEA - DACH,2600.00
2025-07-01,Paid search - Enterprise LP,EMEA - North,927.00
2025-07-01,Paid search - Enterprise LP,EMEA - South,1440.00
2025-07-01,Paid search - Enterprise LP,EMEA - UK&I,1871.00
2025-07-01,Paid search - Enterprise LP,LATAM,278.00
2025-07-01,Paid search - Enterprise LP,North America,4336.00
2025-07-01,Paid search - Enterprise LP,Unknown,815.00
2025-07-01,Paid search - Self-serve,APAC,13833.00
2025-07-01,Paid search - Self-serve,EMEA - DACH,29785.00
2025-07-01,Paid search - Self-serve,EMEA - North,17204.00
2025-07-01,Paid search - Self-serve,EMEA - South,15118.00
2025-07-01,Paid search - Self-serve,EMEA - UK&I,12855.00
2025-07-01,Paid search - Self-serve,LATAM,17013.00
2025-07-01,Paid search - Self-serve,North America,41420.00
2025-07-01,Paid social,APAC,1549.00
2025-07-01,Paid social,EMEA - DACH,2088.00
2025-07-01,Paid social,EMEA - North,1747.00
2025-07-01,Paid social,EMEA - South,2151.00
2025-07-01,Paid social,EMEA - UK&I,966.00
2025-07-01,Paid social,LATAM,148.00
2025-07-01,Paid social,North America,2474.00
2025-07-01,Paid social,Unknown,1192.00
2025-07-01,Partner MDF,APAC,2089.00
2025-07-01,Partner MDF,EMEA - DACH,3005.00
2025-07-01,Partner MDF,EMEA - North,1494.00
2025-07-01,Partner MDF,EMEA - South,1625.00
2025-07-01,Partner MDF,EMEA - UK&I,1018.00
2025-07-01,Partner MDF,LATAM,1588.00
2025-07-01,Partner MDF,North America,2251.00
2025-07-01,Webinar,APAC,1023.00
2025-07-01,Webinar,EMEA - DACH,1571.00
2025-07-01,Webinar,EMEA - North,1374.00
2025-07-01,Webinar,EMEA - South,647.00
2025-07-01,Webinar,EMEA - UK&I,871.00
2025-07-01,Webinar,LATAM,188.00
2025-07-01,Webinar,North America,3039.00
2025-07-01,Webinar,Unknown,787.00
2025-08-01,Community sponsorships,APAC,1314.00
2025-08-01,Community sponsorships,EMEA - DACH,2423.00
2025-08-01,Community sponsorships,EMEA - North,1958.00
2025-08-01,Community sponsorships,EMEA - South,2763.00
2025-08-01,Community sponsorships,EMEA - UK&I,1759.00
2025-08-01,Community sponsorships,LATAM,1799.00
2025-08-01,Community sponsorships,North America,6488.00
2025-08-01,Content download,APAC,494.00
2025-08-01,Content download,EMEA - DACH,2328.00
2025-08-01,Content download,EMEA - North,933.00
2025-08-01,Content download,EMEA - South,1337.00
2025-08-01,Content download,EMEA - UK&I,1635.00
2025-08-01,Content download,LATAM,254.00
2025-08-01,Content download,North America,3432.00
2025-08-01,Content download,Unknown,1479.00
2025-08-01,Event / Trade show,APAC,5170.00
2025-08-01,Event / Trade show,EMEA - DACH,13624.00
2025-08-01,Event / Trade show,EMEA - North,4460.00
2025-08-01,Event / Trade show,EMEA - South,13083.00
2025-08-01,Event / Trade show,EMEA - UK&I,3469.00
2025-08-01,Event / Trade show,LATAM,3437.00
2025-08-01,Event / Trade show,North America,20104.00
2025-08-01,Event / Trade show,Unknown,5334.00
2025-08-01,Paid search - Enterprise LP,APAC,1028.00
2025-08-01,Paid search - Enterprise LP,EMEA - DACH,1903.00
2025-08-01,Paid search - Enterprise LP,EMEA - North,1803.00
2025-08-01,Paid search - Enterprise LP,EMEA - South,2334.00
2025-08-01,Paid search - Enterprise LP,EMEA - UK&I,1447.00
2025-08-01,Paid search - Enterprise LP,LATAM,212.00
2025-08-01,Paid search - Enterprise LP,North America,3130.00
2025-08-01,Paid search - Enterprise LP,Unknown,784.00
2025-08-01,Paid search - Self-serve,APAC,16688.00
2025-08-01,Paid search - Self-serve,EMEA - DACH,31094.00
2025-08-01,Paid search - Self-serve,EMEA - North,17794.00
2025-08-01,Paid search - Self-serve,EMEA - South,16644.00
2025-08-01,Paid search - Self-serve,EMEA - UK&I,17361.00
2025-08-01,Paid search - Self-serve,LATAM,16872.00
2025-08-01,Paid search - Self-serve,North America,32348.00
2025-08-01,Paid social,APAC,431.00
2025-08-01,Paid social,EMEA - DACH,2665.00
2025-08-01,Paid social,EMEA - North,3199.00
2025-08-01,Paid social,EMEA - South,465.00
2025-08-01,Paid social,EMEA - UK&I,1736.00
2025-08-01,Paid social,LATAM,436.00
2025-08-01,Paid social,North America,2807.00
2025-08-01,Paid social,Unknown,813.00
2025-08-01,Partner MDF,APAC,2128.00
2025-08-01,Partner MDF,EMEA - DACH,3522.00
2025-08-01,Partner MDF,EMEA - North,1296.00
2025-08-01,Partner MDF,EMEA - South,1627.00
2025-08-01,Partner MDF,EMEA - UK&I,2070.00
2025-08-01,Partner MDF,LATAM,1973.00
2025-08-01,Partner MDF,North America,5964.00
2025-08-01,Webinar,APAC,1315.00
2025-08-01,Webinar,EMEA - DACH,1939.00
2025-08-01,Webinar,EMEA - North,1728.00
2025-08-01,Webinar,EMEA - South,1071.00
2025-08-01,Webinar,EMEA - UK&I,711.00
2025-08-01,Webinar,LATAM,109.00
2025-08-01,Webinar,North America,2731.00
2025-08-01,Webinar,Unknown,497.00
2025-09-01,Community sponsorships,APAC,2658.00
2025-09-01,Community sponsorships,EMEA - DACH,5513.00
2025-09-01,Community sponsorships,EMEA - North,2147.00
2025-09-01,Community sponsorships,EMEA - South,1687.00
2025-09-01,Community sponsorships,EMEA - UK&I,1246.00
2025-09-01,Community sponsorships,LATAM,2723.00
2025-09-01,Community sponsorships,North America,8620.00
2025-09-01,Content download,APAC,1019.00
2025-09-01,Content download,EMEA - DACH,2089.00
2025-09-01,Content download,EMEA - North,1360.00
2025-09-01,Content download,EMEA - South,847.00
2025-09-01,Content download,EMEA - UK&I,1339.00
2025-09-01,Content download,LATAM,111.00
2025-09-01,Content download,North America,2696.00
2025-09-01,Content download,Unknown,985.00
2025-09-01,Event / Trade show,APAC,4858.00
2025-09-01,Event / Trade show,EMEA - DACH,6613.00
2025-09-01,Event / Trade show,EMEA - North,4373.00
2025-09-01,Event / Trade show,EMEA - South,7322.00
2025-09-01,Event / Trade show,EMEA - UK&I,6916.00
2025-09-01,Event / Trade show,North America,14421.00
2025-09-01,Paid search - Enterprise LP,EMEA - DACH,1610.00
2025-09-01,Paid search - Enterprise LP,EMEA - North,1889.00
2025-09-01,Paid search - Enterprise LP,EMEA - South,2466.00
2025-09-01,Paid search - Enterprise LP,EMEA - UK&I,1863.00
2025-09-01,Paid search - Enterprise LP,North America,4123.00
2025-09-01,Paid search - Enterprise LP,Unknown,1154.00
2025-09-01,Paid search - Self-serve,APAC,12930.00
2025-09-01,Paid search - Self-serve,EMEA - DACH,25362.00
2025-09-01,Paid search - Self-serve,EMEA - North,13693.00
2025-09-01,Paid search - Self-serve,EMEA - South,14225.00
2025-09-01,Paid search - Self-serve,EMEA - UK&I,12953.00
2025-09-01,Paid search - Self-serve,LATAM,12612.00
2025-09-01,Paid search - Self-serve,North America,43459.00
2025-09-01,Paid social,APAC,1104.00
2025-09-01,Paid social,EMEA - DACH,2875.00
2025-09-01,Paid social,EMEA - North,2397.00
2025-09-01,Paid social,EMEA - South,1570.00
2025-09-01,Paid social,EMEA - UK&I,1328.00
2025-09-01,Paid social,LATAM,163.00
2025-09-01,Paid social,North America,3102.00
2025-09-01,Paid social,Unknown,2160.00
2025-09-01,Partner MDF,APAC,879.00
2025-09-01,Partner MDF,EMEA - DACH,3899.00
2025-09-01,Partner MDF,EMEA - North,1898.00
2025-09-01,Partner MDF,EMEA - South,1314.00
2025-09-01,Partner MDF,EMEA - UK&I,2200.00
2025-09-01,Partner MDF,LATAM,1470.00
2025-09-01,Partner MDF,North America,2472.00
2025-09-01,Webinar,APAC,113.00
2025-09-01,Webinar,EMEA - DACH,2409.00
2025-09-01,Webinar,EMEA - North,1667.00
2025-09-01,Webinar,EMEA - South,1912.00
2025-09-01,Webinar,EMEA - UK&I,676.00
2025-09-01,Webinar,LATAM,96.00
2025-09-01,Webinar,North America,3096.00
2025-09-01,Webinar,Unknown,748.00
2025-10-01,Community sponsorships,APAC,1944.00
2025-10-01,Community sponsorships,EMEA - DACH,6265.00
2025-10-01,Community sponsorships,EMEA - North,1789.00
2025-10-01,Community sponsorships,EMEA - South,2747.00
2025-10-01,Community sponsorships,EMEA - UK&I,3011.00
2025-10-01,Community sponsorships,LATAM,3513.00
2025-10-01,Community sponsorships,North America,8740.00
2025-10-01,Content download,APAC,1018.00
2025-10-01,Content download,EMEA - DACH,1929.00
2025-10-01,Content download,EMEA - North,1859.00
2025-10-01,Content download,EMEA - South,1412.00
2025-10-01,Content download,EMEA - UK&I,973.00
2025-10-01,Content download,LATAM,265.00
2025-10-01,Content download,North America,3079.00
2025-10-01,Content download,Unknown,1518.00
2025-10-01,Event / Trade show,APAC,1469.00
2025-10-01,Event / Trade show,EMEA - DACH,9817.00
2025-10-01,Event / Trade show,EMEA - North,11576.00
2025-10-01,Event / Trade show,EMEA - South,11187.00
2025-10-01,Event / Trade show,EMEA - UK&I,3385.00
2025-10-01,Event / Trade show,LATAM,3464.00
2025-10-01,Event / Trade show,North America,17449.00
2025-10-01,Event / Trade show,Unknown,730.00
2025-10-01,Paid search - Enterprise LP,APAC,852.00
2025-10-01,Paid search - Enterprise LP,EMEA - DACH,2093.00
2025-10-01,Paid search - Enterprise LP,EMEA - North,2576.00
2025-10-01,Paid search - Enterprise LP,EMEA - South,1099.00
2025-10-01,Paid search - Enterprise LP,EMEA - UK&I,456.00
2025-10-01,Paid search - Enterprise LP,LATAM,645.00
2025-10-01,Paid search - Enterprise LP,North America,2980.00
2025-10-01,Paid search - Enterprise LP,Unknown,846.00
2025-10-01,Paid search - Self-serve,APAC,15819.00
2025-10-01,Paid search - Self-serve,EMEA - DACH,32792.00
2025-10-01,Paid search - Self-serve,EMEA - North,16817.00
2025-10-01,Paid search - Self-serve,EMEA - South,15133.00
2025-10-01,Paid search - Self-serve,EMEA - UK&I,14737.00
2025-10-01,Paid search - Self-serve,LATAM,16293.00
2025-10-01,Paid search - Self-serve,North America,36206.00
2025-10-01,Paid social,APAC,787.00
2025-10-01,Paid social,EMEA - DACH,2095.00
2025-10-01,Paid social,EMEA - North,1773.00
2025-10-01,Paid social,EMEA - South,785.00
2025-10-01,Paid social,EMEA - UK&I,1076.00
2025-10-01,Paid social,North America,4711.00
2025-10-01,Paid social,Unknown,1539.00
2025-10-01,Partner MDF,APAC,1532.00
2025-10-01,Partner MDF,EMEA - DACH,4292.00
2025-10-01,Partner MDF,EMEA - North,1081.00
2025-10-01,Partner MDF,EMEA - South,1469.00
2025-10-01,Partner MDF,EMEA - UK&I,1940.00
2025-10-01,Partner MDF,LATAM,1049.00
2025-10-01,Partner MDF,North America,5368.00
2025-10-01,Webinar,APAC,498.00
2025-10-01,Webinar,EMEA - DACH,2313.00
2025-10-01,Webinar,EMEA - North,1491.00
2025-10-01,Webinar,EMEA - South,1607.00
2025-10-01,Webinar,EMEA - UK&I,1742.00
2025-10-01,Webinar,LATAM,682.00
2025-10-01,Webinar,North America,2851.00
2025-10-01,Webinar,Unknown,802.00
2025-11-01,Community sponsorships,APAC,3323.00
2025-11-01,Community sponsorships,EMEA - DACH,5599.00
2025-11-01,Community sponsorships,EMEA - North,1222.00
2025-11-01,Community sponsorships,EMEA - South,2653.00
2025-11-01,Community sponsorships,EMEA - UK&I,2749.00
2025-11-01,Community sponsorships,LATAM,3004.00
2025-11-01,Community sponsorships,North America,5903.00
2025-11-01,Content download,APAC,1764.00
2025-11-01,Content download,EMEA - DACH,1895.00
2025-11-01,Content download,EMEA - North,1403.00
2025-11-01,Content download,EMEA - South,1135.00
2025-11-01,Content download,EMEA - UK&I,1349.00
2025-11-01,Content download,LATAM,445.00
2025-11-01,Content download,North America,3369.00
2025-11-01,Content download,Unknown,804.00
2025-11-01,Event / Trade show,APAC,4254.00
2025-11-01,Event / Trade show,EMEA - DACH,12095.00
2025-11-01,Event / Trade show,EMEA - North,3910.00
2025-11-01,Event / Trade show,EMEA - South,6388.00
2025-11-01,Event / Trade show,EMEA - UK&I,4010.00
2025-11-01,Event / Trade show,LATAM,832.00
2025-11-01,Event / Trade show,North America,18430.00
2025-11-01,Event / Trade show,Unknown,5764.00
2025-11-01,Paid search - Enterprise LP,APAC,545.00
2025-11-01,Paid search - Enterprise LP,EMEA - DACH,1607.00
2025-11-01,Paid search - Enterprise LP,EMEA - North,710.00
2025-11-01,Paid search - Enterprise LP,EMEA - South,258.00
2025-11-01,Paid search - Enterprise LP,EMEA - UK&I,1109.00
2025-11-01,Paid search - Enterprise LP,LATAM,524.00
2025-11-01,Paid search - Enterprise LP,North America,2259.00
2025-11-01,Paid search - Enterprise LP,Unknown,1167.00
2025-11-01,Paid search - Self-serve,APAC,15198.00
2025-11-01,Paid search - Self-serve,EMEA - DACH,31407.00
2025-11-01,Paid search - Self-serve,EMEA - North,16192.00
2025-11-01,Paid search - Self-serve,EMEA - South,13927.00
2025-11-01,Paid search - Self-serve,EMEA - UK&I,13135.00
2025-11-01,Paid search - Self-serve,LATAM,18256.00
2025-11-01,Paid search - Self-serve,North America,35828.00
2025-11-01,Paid social,APAC,1440.00
2025-11-01,Paid social,EMEA - DACH,3074.00
2025-11-01,Paid social,EMEA - North,2024.00
2025-11-01,Paid social,EMEA - South,1570.00
2025-11-01,Paid social,EMEA - UK&I,1437.00
2025-11-01,Paid social,LATAM,206.00
2025-11-01,Paid social,North America,3776.00
2025-11-01,Paid social,Unknown,1166.00
2025-11-01,Partner MDF,APAC,750.00
2025-11-01,Partner MDF,EMEA - DACH,3607.00
2025-11-01,Partner MDF,EMEA - North,1475.00
2025-11-01,Partner MDF,EMEA - South,1521.00
2025-11-01,Partner MDF,EMEA - UK&I,873.00
2025-11-01,Partner MDF,LATAM,1088.00
2025-11-01,Partner MDF,North America,3364.00
2025-11-01,Webinar,APAC,805.00
2025-11-01,Webinar,EMEA - DACH,1650.00
2025-11-01,Webinar,EMEA - North,1950.00
2025-11-01,Webinar,EMEA - South,1194.00
2025-11-01,Webinar,EMEA - UK&I,622.00
2025-11-01,Webinar,LATAM,384.00
2025-11-01,Webinar,North America,3437.00
2025-11-01,Webinar,Unknown,582.00
2025-12-01,Community sponsorships,APAC,3460.00
2025-12-01,Community sponsorships,EMEA - DACH,5501.00
2025-12-01,Community sponsorships,EMEA - North,1696.00
2025-12-01,Community sponsorships,EMEA - South,1213.00
2025-12-01,Community sponsorships,EMEA - UK&I,1780.00
2025-12-01,Community sponsorships,LATAM,1972.00
2025-12-01,Community sponsorships,North America,5421.00
2025-12-01,Content download,APAC,1168.00
2025-12-01,Content download,EMEA - DACH,1632.00
2025-12-01,Content download,EMEA - North,814.00
2025-12-01,Content download,EMEA - South,1569.00
2025-12-01,Content download,EMEA - UK&I,1109.00
2025-12-01,Content download,LATAM,220.00
2025-12-01,Content download,North America,3179.00
2025-12-01,Content download,Unknown,730.00
2025-12-01,Event / Trade show,APAC,10604.00
2025-12-01,Event / Trade show,EMEA - DACH,7005.00
2025-12-01,Event / Trade show,EMEA - North,4409.00
2025-12-01,Event / Trade show,EMEA - South,8822.00
2025-12-01,Event / Trade show,EMEA - UK&I,3330.00
2025-12-01,Event / Trade show,LATAM,972.00
2025-12-01,Event / Trade show,North America,13706.00
2025-12-01,Event / Trade show,Unknown,5159.00
2025-12-01,Paid search - Enterprise LP,APAC,527.00
2025-12-01,Paid search - Enterprise LP,EMEA - DACH,3029.00
2025-12-01,Paid search - Enterprise LP,EMEA - North,2458.00
2025-12-01,Paid search - Enterprise LP,EMEA - South,1936.00
2025-12-01,Paid search - Enterprise LP,EMEA - UK&I,1326.00
2025-12-01,Paid search - Enterprise LP,LATAM,433.00
2025-12-01,Paid search - Enterprise LP,North America,3217.00
2025-12-01,Paid search - Enterprise LP,Unknown,715.00
2025-12-01,Paid search - Self-serve,APAC,16217.00
2025-12-01,Paid search - Self-serve,EMEA - DACH,32490.00
2025-12-01,Paid search - Self-serve,EMEA - North,12808.00
2025-12-01,Paid search - Self-serve,EMEA - South,13129.00
2025-12-01,Paid search - Self-serve,EMEA - UK&I,14960.00
2025-12-01,Paid search - Self-serve,LATAM,14703.00
2025-12-01,Paid search - Self-serve,North America,38886.00
2025-12-01,Paid social,APAC,1099.00
2025-12-01,Paid social,EMEA - DACH,1935.00
2025-12-01,Paid social,EMEA - North,1842.00
2025-12-01,Paid social,EMEA - South,1736.00
2025-12-01,Paid social,EMEA - UK&I,602.00
2025-12-01,Paid social,LATAM,171.00
2025-12-01,Paid social,North America,4946.00
2025-12-01,Paid social,Unknown,1170.00
2025-12-01,Partner MDF,APAC,1666.00
2025-12-01,Partner MDF,EMEA - DACH,3860.00
2025-12-01,Partner MDF,EMEA - North,1099.00
2025-12-01,Partner MDF,EMEA - South,1125.00
2025-12-01,Partner MDF,EMEA - UK&I,1938.00
2025-12-01,Partner MDF,LATAM,1183.00
2025-12-01,Partner MDF,North America,4016.00
2025-12-01,Webinar,APAC,1128.00
2025-12-01,Webinar,EMEA - DACH,2432.00
2025-12-01,Webinar,EMEA - North,976.00
2025-12-01,Webinar,EMEA - South,931.00
2025-12-01,Webinar,EMEA - UK&I,583.00
2025-12-01,Webinar,LATAM,116.00
2025-12-01,Webinar,North America,4007.00
2025-12-01,Webinar,Unknown,690.00
2026-01-01,Community sponsorships,APAC,3117.00
2026-01-01,Community sponsorships,EMEA - DACH,5737.00
2026-01-01,Community sponsorships,EMEA - North,1859.00
2026-01-01,Community sponsorships,EMEA - South,2106.00
2026-01-01,Community sponsorships,EMEA - UK&I,1575.00
2026-01-01,Community sponsorships,LATAM,2465.00
2026-01-01,Community sponsorships,North America,8498.00
2026-01-01,Content download,APAC,908.00
2026-01-01,Content download,EMEA - DACH,2316.00
2026-01-01,Content download,EMEA - North,1308.00
2026-01-01,Content download,EMEA - South,1162.00
2026-01-01,Content download,EMEA - UK&I,1610.00
2026-01-01,Content download,LATAM,145.00
2026-01-01,Content download,North America,3360.00
2026-01-01,Content download,Unknown,779.00
2026-01-01,Event / Trade show,APAC,794.00
2026-01-01,Event / Trade show,EMEA - DACH,11090.00
2026-01-01,Event / Trade show,EMEA - North,9925.00
2026-01-01,Event / Trade show,EMEA - South,9906.00
2026-01-01,Event / Trade show,EMEA - UK&I,4701.00
2026-01-01,Event / Trade show,LATAM,2684.00
2026-01-01,Event / Trade show,North America,12045.00
2026-01-01,Event / Trade show,Unknown,3328.00
2026-01-01,Paid search - Enterprise LP,APAC,1621.00
2026-01-01,Paid search - Enterprise LP,EMEA - DACH,3982.00
2026-01-01,Paid search - Enterprise LP,EMEA - North,2902.00
2026-01-01,Paid search - Enterprise LP,EMEA - South,918.00
2026-01-01,Paid search - Enterprise LP,EMEA - UK&I,1565.00
2026-01-01,Paid search - Enterprise LP,North America,5583.00
2026-01-01,Paid search - Enterprise LP,Unknown,598.00
2026-01-01,Paid search - Self-serve,APAC,13515.00
2026-01-01,Paid search - Self-serve,EMEA - DACH,34438.00
2026-01-01,Paid search - Self-serve,EMEA - North,14622.00
2026-01-01,Paid search - Self-serve,EMEA - South,13302.00
2026-01-01,Paid search - Self-serve,EMEA - UK&I,17459.00
2026-01-01,Paid search - Self-serve,LATAM,18024.00
2026-01-01,Paid search - Self-serve,North America,49454.00
2026-01-01,Paid social,APAC,1240.00
2026-01-01,Paid social,EMEA - DACH,3330.00
2026-01-01,Paid social,EMEA - North,2041.00
2026-01-01,Paid social,EMEA - South,1138.00
2026-01-01,Paid social,EMEA - UK&I,2333.00
2026-01-01,Paid social,LATAM,936.00
2026-01-01,Paid social,North America,4071.00
2026-01-01,Paid social,Unknown,1739.00
2026-01-01,Partner MDF,APAC,833.00
2026-01-01,Partner MDF,EMEA - DACH,2663.00
2026-01-01,Partner MDF,EMEA - North,1160.00
2026-01-01,Partner MDF,EMEA - South,1556.00
2026-01-01,Partner MDF,EMEA - UK&I,1158.00
2026-01-01,Partner MDF,LATAM,1068.00
2026-01-01,Partner MDF,North America,3357.00
2026-01-01,Webinar,APAC,615.00
2026-01-01,Webinar,EMEA - DACH,2819.00
2026-01-01,Webinar,EMEA - North,1582.00
2026-01-01,Webinar,EMEA - South,313.00
2026-01-01,Webinar,EMEA - UK&I,1104.00
2026-01-01,Webinar,LATAM,273.00
2026-01-01,Webinar,North America,3094.00
2026-01-01,Webinar,Unknown,962.00
2026-02-01,Community sponsorships,APAC,2079.00
2026-02-01,Community sponsorships,EMEA - DACH,5026.00
2026-02-01,Community sponsorships,EMEA - North,3513.00
2026-02-01,Community sponsorships,EMEA - South,1337.00
2026-02-01,Community sponsorships,EMEA - UK&I,2782.00
2026-02-01,Community sponsorships,LATAM,1232.00
2026-02-01,Community sponsorships,North America,4725.00
2026-02-01,Content download,APAC,1030.00
2026-02-01,Content download,EMEA - DACH,1819.00
2026-02-01,Content download,EMEA - North,2013.00
2026-02-01,Content download,EMEA - South,872.00
2026-02-01,Content download,EMEA - UK&I,864.00
2026-02-01,Content download,LATAM,190.00
2026-02-01,Content download,North America,2632.00
2026-02-01,Content download,Unknown,761.00
2026-02-01,Event / Trade show,APAC,8480.00
2026-02-01,Event / Trade show,EMEA - DACH,11644.00
2026-02-01,Event / Trade show,EMEA - North,7133.00
2026-02-01,Event / Trade show,EMEA - South,3100.00
2026-02-01,Event / Trade show,EMEA - UK&I,8553.00
2026-02-01,Event / Trade show,LATAM,3078.00
2026-02-01,Event / Trade show,North America,10994.00
2026-02-01,Event / Trade show,Unknown,5582.00
2026-02-01,Paid search - Enterprise LP,APAC,1901.00
2026-02-01,Paid search - Enterprise LP,EMEA - DACH,3184.00
2026-02-01,Paid search - Enterprise LP,EMEA - North,1692.00
2026-02-01,Paid search - Enterprise LP,EMEA - South,1249.00
2026-02-01,Paid search - Enterprise LP,EMEA - UK&I,1120.00
2026-02-01,Paid search - Enterprise LP,LATAM,590.00
2026-02-01,Paid search - Enterprise LP,North America,2969.00
2026-02-01,Paid search - Enterprise LP,Unknown,1361.00
2026-02-01,Paid search - Self-serve,APAC,18511.00
2026-02-01,Paid search - Self-serve,EMEA - DACH,35864.00
2026-02-01,Paid search - Self-serve,EMEA - North,14591.00
2026-02-01,Paid search - Self-serve,EMEA - South,14112.00
2026-02-01,Paid search - Self-serve,EMEA - UK&I,19398.00
2026-02-01,Paid search - Self-serve,LATAM,19622.00
2026-02-01,Paid search - Self-serve,North America,35703.00
2026-02-01,Paid social,APAC,1121.00
2026-02-01,Paid social,EMEA - DACH,2725.00
2026-02-01,Paid social,EMEA - North,2302.00
2026-02-01,Paid social,EMEA - South,1581.00
2026-02-01,Paid social,EMEA - UK&I,1898.00
2026-02-01,Paid social,LATAM,190.00
2026-02-01,Paid social,North America,5949.00
2026-02-01,Paid social,Unknown,1085.00
2026-02-01,Partner MDF,APAC,2246.00
2026-02-01,Partner MDF,EMEA - DACH,3025.00
2026-02-01,Partner MDF,EMEA - North,1080.00
2026-02-01,Partner MDF,EMEA - South,964.00
2026-02-01,Partner MDF,EMEA - UK&I,1102.00
2026-02-01,Partner MDF,LATAM,909.00
2026-02-01,Partner MDF,North America,4986.00
2026-02-01,Webinar,APAC,823.00
2026-02-01,Webinar,EMEA - DACH,1919.00
2026-02-01,Webinar,EMEA - North,1318.00
2026-02-01,Webinar,EMEA - South,1180.00
2026-02-01,Webinar,EMEA - UK&I,1111.00
2026-02-01,Webinar,LATAM,287.00
2026-02-01,Webinar,North America,2085.00
2026-02-01,Webinar,Unknown,261.00
2026-03-01,Community sponsorships,APAC,1762.00
2026-03-01,Community sponsorships,EMEA - DACH,2708.00
2026-03-01,Community sponsorships,EMEA - North,2183.00
2026-03-01,Community sponsorships,EMEA - South,3575.00
2026-03-01,Community sponsorships,EMEA - UK&I,3447.00
2026-03-01,Community sponsorships,LATAM,2619.00
2026-03-01,Community sponsorships,North America,7418.00
2026-03-01,Content download,APAC,1293.00
2026-03-01,Content download,EMEA - DACH,1744.00
2026-03-01,Content download,EMEA - North,2075.00
2026-03-01,Content download,EMEA - South,961.00
2026-03-01,Content download,EMEA - UK&I,1178.00
2026-03-01,Content download,LATAM,113.00
2026-03-01,Content download,North America,4989.00
2026-03-01,Content download,Unknown,640.00
2026-03-01,Event / Trade show,APAC,6147.00
2026-03-01,Event / Trade show,EMEA - DACH,5953.00
2026-03-01,Event / Trade show,EMEA - North,7483.00
2026-03-01,Event / Trade show,EMEA - South,7679.00
2026-03-01,Event / Trade show,EMEA - UK&I,5360.00
2026-03-01,Event / Trade show,LATAM,917.00
2026-03-01,Event / Trade show,North America,21055.00
2026-03-01,Event / Trade show,Unknown,4207.00
2026-03-01,Paid search - Enterprise LP,APAC,773.00
2026-03-01,Paid search - Enterprise LP,EMEA - DACH,1431.00
2026-03-01,Paid search - Enterprise LP,EMEA - North,692.00
2026-03-01,Paid search - Enterprise LP,EMEA - South,1499.00
2026-03-01,Paid search - Enterprise LP,EMEA - UK&I,1177.00
2026-03-01,Paid search - Enterprise LP,North America,3033.00
2026-03-01,Paid search - Enterprise LP,Unknown,1141.00
2026-03-01,Paid search - Self-serve,APAC,16523.00
2026-03-01,Paid search - Self-serve,EMEA - DACH,36651.00
2026-03-01,Paid search - Self-serve,EMEA - North,18957.00
2026-03-01,Paid search - Self-serve,EMEA - South,15387.00
2026-03-01,Paid search - Self-serve,EMEA - UK&I,16134.00
2026-03-01,Paid search - Self-serve,LATAM,14861.00
2026-03-01,Paid search - Self-serve,North America,49207.00
2026-03-01,Paid social,APAC,1099.00
2026-03-01,Paid social,EMEA - DACH,3625.00
2026-03-01,Paid social,EMEA - North,3125.00
2026-03-01,Paid social,EMEA - South,2187.00
2026-03-01,Paid social,EMEA - UK&I,2757.00
2026-03-01,Paid social,LATAM,394.00
2026-03-01,Paid social,North America,3660.00
2026-03-01,Paid social,Unknown,2101.00
2026-03-01,Partner MDF,APAC,765.00
2026-03-01,Partner MDF,EMEA - DACH,2373.00
2026-03-01,Partner MDF,EMEA - North,1545.00
2026-03-01,Partner MDF,EMEA - South,1311.00
2026-03-01,Partner MDF,EMEA - UK&I,2088.00
2026-03-01,Partner MDF,LATAM,1368.00
2026-03-01,Partner MDF,North America,2810.00
2026-03-01,Webinar,APAC,560.00
2026-03-01,Webinar,EMEA - DACH,2764.00
2026-03-01,Webinar,EMEA - North,1833.00
2026-03-01,Webinar,EMEA - South,1007.00
2026-03-01,Webinar,EMEA - UK&I,1348.00
2026-03-01,Webinar,LATAM,212.00
2026-03-01,Webinar,North America,3552.00
2026-03-01,Webinar,Unknown,1324.00
2026-04-01,Community sponsorships,APAC,2118.00
2026-04-01,Community sponsorships,EMEA - DACH,2587.00
2026-04-01,Community sponsorships,EMEA - North,1207.00
2026-04-01,Community sponsorships,EMEA - South,2493.00
2026-04-01,Community sponsorships,EMEA - UK&I,2281.00
2026-04-01,Community sponsorships,LATAM,2423.00
2026-04-01,Community sponsorships,North America,7562.00
2026-04-01,Content download,APAC,1171.00
2026-04-01,Content download,EMEA - DACH,1905.00
2026-04-01,Content download,EMEA - North,1930.00
2026-04-01,Content download,EMEA - South,1372.00
2026-04-01,Content download,EMEA - UK&I,784.00
2026-04-01,Content download,LATAM,157.00
2026-04-01,Content download,North America,4413.00
2026-04-01,Content download,Unknown,1044.00
