lead_id,created_date,lead_source,account_id,workspace_id,email_domain,pql_rule_v1_flag,status,converted_opportunity_id,converted_date,owner_id
00QL0002595,2025-09-26,Product (PQL),001A004473,ws_003058,,1,Disqualified - No response,,,
00QL0002596,2025-09-26,Product (PQL),001A004299,ws_003094,,1,Disqualified - Existing opportunity,,,
00QL0002597,2025-09-26,Product (PQL),001A002700,ws_003232,,1,Disqualified - No response,,,
00QL0024156,2025-09-26,SDR Outbound,001A005912,,,0,Disqualified - Existing opportunity,,,005S0002
00QL0015870,2025-09-26,Event / Trade show,001A002310,,,0,Disqualified - Student / hobbyist,,,005S0006
00QL0002814,2025-09-26,Product (PQL),001A008481,ws_023222,,1,Converted,006O0001678,2025-10-02,
00QL0015984,2025-09-26,Paid search - Enterprise LP,001A000257,,,0,Disqualified - No fit,,,005S0000
00QL0002811,2025-09-26,Product (PQL),001A000122,ws_022862,,1,Disqualified - No response,,,
00QL0002614,2025-09-26,Product (PQL),001A008119,ws_005460,,1,Converted,006O0001714,2025-10-11,
00QL0002576,2025-09-26,Product (PQL),001A003332,ws_001257,,1,Converted,006O0001711,2025-10-10,
00QL0002617,2025-09-26,Product (PQL),001A004505,ws_005634,,1,Converted,006O0001727,2025-10-13,
00QL0015869,2025-09-26,Event / Trade show,001A006567,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0015891,2025-09-26,Event / Trade show,001A007534,,,0,Nurture,,,005S0005
00QL0002778,2025-09-26,Product (PQL),001A001119,ws_020139,,1,Disqualified - No fit,,,
00QL0015725,2025-09-26,Content download,001A001600,,,0,Nurture,,,005S0006
00QL0015691,2025-09-26,Content download,001A005819,,,0,Disqualified - No response,,,005S0005
00QL0024161,2025-09-26,SDR Outbound,001A001251,,,0,Disqualified - No fit,,,005S0000
00QL0015587,2025-09-26,Webinar,001A002606,,,0,Nurture,,,005S0003
00QL0015756,2025-09-26,Content download,,,,0,Nurture,,,005S0004
00QL0015671,2025-09-26,Content download,001A002388,,,0,Nurture,,,005S0004
00QL0015782,2025-09-26,Content download,001A004875,,,0,Disqualified - No response,,,005S0002
00QL0015668,2025-09-26,Content download,001A000610,,,0,Nurture,,,005S0002
00QL0015620,2025-09-26,Webinar,001A001666,,,0,Disqualified - Existing customer,,,005S0003
00QL0015693,2025-09-26,Content download,001A001190,,,0,Disqualified - No response,,,005S0005
00QL0015581,2025-09-26,Webinar,001A001216,,,0,Disqualified - Existing opportunity,,,005S0005
00QL0024139,2025-09-26,SDR Outbound,001A002664,,,0,Converted,006O0001687,2025-10-04,005S0002
00QL0015793,2025-09-26,Content download,001A006796,,,0,Disqualified - No response,,,005S0004
00QL0007396,2025-09-26,Website - Demo request,001A004148,ws_017762,,0,Disqualified - No response,,,
00QL0015569,2025-09-26,Webinar,001A001799,,,0,Disqualified - No response,,,005S0003
00QL0015634,2025-09-26,Webinar,001A006812,,,0,Disqualified - No response,,,005S0005
00QL0002684,2025-09-26,Product (PQL),001A001150,ws_011377,,1,Disqualified - Existing customer,,,
00QL0002627,2025-09-26,Product (PQL),001A005172,ws_006603,,1,Converted,006O0001777,2025-10-25,
00QL0002572,2025-09-26,Product (PQL),,ws_000388,proton.me,1,Nurture,,,
00QL0002677,2025-09-27,Product (PQL),001A003289,ws_010605,,1,Converted,006O0001753,2025-10-19,
00QL0002800,2025-09-27,Product (PQL),001A007311,ws_021813,,1,Converted,006O0001769,2025-10-23,
00QL0015695,2025-09-27,Content download,001A004962,,,0,Nurture,,,005S0002
00QL0015890,2025-09-27,Event / Trade show,001A003253,,,0,Disqualified - No response,,,005S0002
00QL0016001,2025-09-27,Paid search - Enterprise LP,001A001742,,,0,Disqualified - No fit,,,005S0000
00QL0007388,2025-09-27,Website - Demo request,001A001035,ws_014011,,0,Disqualified - No response,,,
00QL0007364,2025-09-27,Website - Demo request,001A007093,ws_008627,,0,Converted,006O0001739,2025-10-15,
00QL0015830,2025-09-27,Content download,001A000003,,,0,Converted,006O0001724,2025-10-12,005S0004
00QL0024117,2025-09-27,SDR Outbound,001A001953,,,0,Nurture,,,005S0006
00QL0015961,2025-09-27,Paid social,001A005324,,,0,Disqualified - No response,,,005S0000
00QL0024065,2025-09-27,SDR Outbound,001A002899,,,0,Disqualified - No response,,,005S0005
00QL0015956,2025-09-27,Paid social,001A003441,,,0,Disqualified - No fit,,,005S0000
00QL0002710,2025-09-27,Product (PQL),001A000243,ws_013589,,1,Converted,006O0001772,2025-10-24,
00QL0015658,2025-09-27,Webinar,001A003130,,,0,Nurture,,,005S0005
00QL0024060,2025-09-27,SDR Outbound,001A001773,,,0,Disqualified - No fit,,,005S0000
00QL0002715,2025-09-27,Product (PQL),001A005685,ws_013905,,1,Converted,006O0001783,2025-10-26,
00QL0015599,2025-09-27,Webinar,,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0024046,2025-09-27,SDR Outbound,001A005932,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0015805,2025-09-27,Content download,001A003086,,,0,Disqualified - No response,,,005S0001
00QL0015929,2025-09-27,Paid social,001A002322,,,0,Disqualified - No response,,,005S0002
00QL0002749,2025-09-27,Product (PQL),001A007116,ws_016966,,1,Disqualified - Existing customer,,,
00QL0002654,2025-09-27,Product (PQL),,ws_008592,outlook.com,1,Disqualified - No fit,,,
00QL0015576,2025-09-27,Webinar,001A002356,,,0,Converted,006O0001824,2025-11-04,005S0002
00QL0002615,2025-09-27,Product (PQL),,ws_005498,gmail.com,1,Disqualified - No response,,,
00QL0024109,2025-09-27,SDR Outbound,001A006076,,,0,Disqualified - No response,,,005S0003
00QL0007403,2025-09-27,Website - Demo request,001A005008,ws_019363,,0,Disqualified - No response,,,
00QL0015944,2025-09-27,Paid social,001A004971,,,0,Disqualified - No fit,,,005S0000
00QL0015705,2025-09-27,Content download,,,,0,Nurture,,,005S0004
00QL0002623,2025-09-27,Product (PQL),001A000921,ws_006111,,1,Disqualified - Existing opportunity,,,
00QL0002707,2025-09-27,Product (PQL),001A001794,ws_013280,,1,Converted,006O0001729,2025-10-13,
00QL0015618,2025-09-27,Webinar,001A008335,,,0,Disqualified - No response,,,005S0004
00QL0002609,2025-09-27,Product (PQL),,ws_005050,gmail.com,1,Nurture,,,
00QL0015861,2025-09-28,Event / Trade show,001A007362,,,0,Nurture,,,005S0006
00QL0015676,2025-09-28,Content download,,,,0,Nurture,,,005S0003
00QL0015642,2025-09-28,Webinar,001A001817,,,0,Converted,006O0001810,2025-10-31,005S0002
00QL0024115,2025-09-28,SDR Outbound,001A007309,,,0,Nurture,,,005S0002
00QL0015604,2025-09-28,Webinar,001A004574,,,0,Nurture,,,005S0003
00QL0024167,2025-09-28,SDR Outbound,001A008712,,,0,Disqualified - No response,,,005S0003
00QL0015985,2025-09-28,Paid search - Enterprise LP,001A001496,,,0,Disqualified - No fit,,,005S0004
00QL0015789,2025-09-28,Content download,001A004943,,,0,Disqualified - No fit,,,005S0006
00QL0015621,2025-09-28,Webinar,001A007502,,,0,Disqualified - No fit,,,005S0000
00QL0015823,2025-09-28,Content download,,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0015923,2025-09-28,Paid social,001A003376,,,0,Disqualified - No response,,,005S0000
00QL0015924,2025-09-28,Paid social,001A003651,,,0,Disqualified - No fit,,,005S0001
00QL0002738,2025-09-28,Product (PQL),001A008833,ws_015702,,1,Nurture,,,
00QL0024055,2025-09-28,SDR Outbound,001A008378,,,0,Disqualified - No response,,,005S0005
00QL0015948,2025-09-28,Paid social,001A003517,,,0,Nurture,,,005S0000
00QL0015949,2025-09-28,Paid social,,,,0,Disqualified - No fit,,,005S0004
00QL0016019,2025-09-28,Paid search - Enterprise LP,001A000148,,,0,Nurture,,,005S0005
00QL0015586,2025-09-28,Webinar,001A004254,,,0,Nurture,,,005S0003
00QL0015777,2025-09-28,Content download,001A000417,,,0,Disqualified - No response,,,005S0004
00QL0026233,2025-09-28,Partner referral,001A006290,,,0,Nurture,,,
00QL0015718,2025-09-28,Content download,001A007945,,,0,Nurture,,,005S0001
00QL0015988,2025-09-28,Paid search - Enterprise LP,001A006042,,,0,Disqualified - Existing opportunity,,,005S0004
00QL0016017,2025-09-28,Paid search - Enterprise LP,001A005784,,,0,Disqualified - No response,,,005S0001
00QL0015992,2025-09-28,Paid search - Enterprise LP,001A004977,,,0,Disqualified - No response,,,005S0001
00QL0024082,2025-09-28,SDR Outbound,001A008842,,,0,Nurture,,,005S0000
00QL0016011,2025-09-28,Paid search - Enterprise LP,001A002689,,,0,Disqualified - No response,,,005S0002
00QL0002666,2025-09-28,Product (PQL),001A000067,ws_009351,,1,Converted,006O0001700,2025-10-07,
00QL0002743,2025-09-29,Product (PQL),001A003881,ws_016269,,1,Disqualified - Existing customer,,,
00QL0002696,2025-09-30,Product (PQL),001A004957,ws_012439,,1,Disqualified - No fit,,,
00QL0016447,2025-10-01,Paid social,001A004637,,,0,Disqualified - No response,,,005S0004
00QL0016097,2025-10-01,Webinar,001A001366,,,0,Nurture,,,005S0001
00QL0016095,2025-10-01,Webinar,001A001090,,,0,Nurture,,,005S0001
00QL0016507,2025-10-01,Paid search - Enterprise LP,001A008697,,,0,Nurture,,,005S0005
00QL0016143,2025-10-01,Content download,001A008298,,,0,Converted,006O0001752,2025-10-18,005S0000
00QL0016499,2025-10-01,Paid search - Enterprise LP,,,,0,Disqualified - No response,,,005S0004
00QL0016168,2025-10-01,Content download,001A002161,,,0,Nurture,,,005S0001
00QL0016427,2025-10-01,Paid social,001A003161,,,0,Disqualified - No response,,,005S0006
00QL0016167,2025-10-01,Content download,001A006715,,,0,Disqualified - Existing opportunity,,,005S0004
00QL0016336,2025-10-01,Event / Trade show,001A006540,,,0,Disqualified - No fit,,,005S0003
00QL0024179,2025-10-01,SDR Outbound,001A004425,,,0,Disqualified - No response,,,005S0002
00QL0024229,2025-10-01,SDR Outbound,001A004586,,,0,Disqualified - No fit,,,005S0002
00QL0016251,2025-10-01,Content download,001A003649,,,0,Disqualified - Existing opportunity,,,005S0003
00QL0016234,2025-10-01,Content download,001A006055,,,0,Converted,006O0001832,2025-11-05,005S0000
00QL0024243,2025-10-01,SDR Outbound,001A008592,,,0,Nurture,,,005S0005
00QL0024244,2025-10-01,SDR Outbound,001A001642,,,0,Nurture,,,005S0002
00QL0016287,2025-10-01,Content download,001A001847,,,0,Nurture,,,005S0004
00QL0024263,2025-10-01,SDR Outbound,001A008954,,,0,Nurture,,,005S0002
00QL0016308,2025-10-01,Content download,001A003481,,,0,Nurture,,,005S0003
00QL0007455,2025-10-01,Website - Demo request,001A001943,ws_009452,,0,Converted,006O0001740,2025-10-15,
00QL0024274,2025-10-01,SDR Outbound,001A005266,,,0,Disqualified - No response,,,005S0005
00QL0024174,2025-10-01,SDR Outbound,001A004619,,,0,Nurture,,,005S0002
00QL0007461,2025-10-01,Website - Demo request,001A004106,ws_011022,,0,Disqualified - No fit,,,
00QL0016342,2025-10-01,Event / Trade show,001A002596,,,0,Nurture,,,005S0000
00QL0007458,2025-10-01,Website - Demo request,001A002125,ws_010256,,0,Disqualified - Existing opportunity,,,
00QL0016197,2025-10-01,Content download,,,,0,Disqualified - Student / hobbyist,,,005S0004
00QL0016233,2025-10-01,Content download,001A008403,,,0,Nurture,,,005S0004
00QL0016034,2025-10-01,Webinar,001A003463,,,0,Disqualified - No response,,,005S0001
00QL0024195,2025-10-01,SDR Outbound,001A001708,,,0,Disqualified - No fit,,,005S0006
00QL0016208,2025-10-01,Content download,001A000764,,,0,Disqualified - No fit,,,005S0006
00QL0016350,2025-10-01,Event / Trade show,001A006364,,,0,Nurture,,,005S0001
00QL0016052,2025-10-01,Webinar,001A007191,,,0,Nurture,,,005S0001
00QL0016241,2025-10-02,Content download,001A003020,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0024225,2025-10-02,SDR Outbound,001A006130,,,0,Disqualified - No response,,,005S0001
00QL0016242,2025-10-02,Content download,001A003809,,,0,Disqualified - Existing opportunity,,,005S0003
00QL0016506,2025-10-02,Paid search - Enterprise LP,001A007375,,,0,Disqualified - No response,,,005S0000
00QL0024235,2025-10-02,SDR Outbound,001A005726,,,0,Nurture,,,005S0004
00QL0024288,2025-10-02,SDR Outbound,001A008829,,,0,Nurture,,,005S0006
00QL0024206,2025-10-02,SDR Outbound,001A008166,,,0,Disqualified - Existing opportunity,,,005S0004
00QL0024212,2025-10-02,SDR Outbound,001A006210,,,0,Nurture,,,005S0000
00QL0024213,2025-10-02,SDR Outbound,001A005756,,,0,Disqualified - No fit,,,005S0000
00QL0016380,2025-10-02,Event / Trade show,001A004531,,,0,Disqualified - No fit,,,005S0005
00QL0016367,2025-10-02,Event / Trade show,001A002689,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0016185,2025-10-02,Content download,001A000983,,,0,Disqualified - Student / hobbyist,,,005S0002
00QL0016152,2025-10-02,Content download,,,,0,Disqualified - No fit,,,005S0003
00QL0016493,2025-10-02,Paid search - Enterprise LP,001A002368,,,0,Disqualified - No response,,,005S0002
00QL0002844,2025-10-02,Product (PQL),001A005229,ws_002307,,1,Converted,006O0001785,2025-10-26,
00QL0026249,2025-10-02,Partner referral,001A005379,,,0,Converted,006O0001743,2025-10-15,
00QL0007466,2025-10-02,Website - Demo request,001A004798,ws_012291,,0,Converted,006O0001756,2025-10-19,
00QL0016045,2025-10-02,Webinar,001A000477,,,0,Disqualified - No fit,,,005S0003
00QL0016080,2025-10-02,Webinar,001A008439,,,0,Nurture,,,005S0000
00QL0002966,2025-10-02,Product (PQL),,ws_013795,yahoo.com,1,Disqualified - No response,,,
00QL0007456,2025-10-02,Website - Demo request,001A006737,ws_009654,,0,Disqualified - No fit,,,
00QL0016096,2025-10-02,Webinar,001A000889,,,0,Disqualified - No response,,,005S0003
00QL0016065,2025-10-02,Webinar,001A000939,,,0,Disqualified - No response,,,005S0000
00QL0003046,2025-10-02,Product (PQL),001A003237,ws_021385,,1,Disqualified - No response,,,
00QL0016105,2025-10-02,Webinar,001A003638,,,0,Disqualified - Student / hobbyist,,,005S0003
00QL0007452,2025-10-02,Website - Demo request,001A000073,ws_008295,,0,Nurture,,,
00QL0016129,2025-10-02,Webinar,001A004923,,,0,Disqualified - No fit,,,005S0001
00QL0002892,2025-10-02,Product (PQL),001A007515,ws_006784,,1,Disqualified - No fit,,,
00QL0016132,2025-10-02,Content download,001A006775,,,0,Disqualified - No response,,,005S0002
00QL0007485,2025-10-02,Website - Demo request,001A007989,ws_016549,,0,Converted,006O0001702,2025-10-07,
00QL0007435,2025-10-02,Website - Demo request,001A005701,ws_004548,,0,Disqualified - Existing opportunity,,,
00QL0003028,2025-10-02,Product (PQL),001A006439,ws_019675,,1,Disqualified - Student / hobbyist,,,
00QL0016032,2025-10-02,Webinar,001A000536,,,0,Converted,006O0001820,2025-11-03,005S0002
00QL0016211,2025-10-03,Content download,001A005647,,,0,Disqualified - Existing customer,,,005S0000
00QL0016209,2025-10-03,Content download,001A003411,,,0,Converted,006O0001859,2025-11-10,005S0000
00QL0024215,2025-10-03,SDR Outbound,001A008906,,,0,Disqualified - No fit,,,005S0005
00QL0016212,2025-10-03,Content download,001A008510,,,0,Converted,006O0001821,2025-11-03,005S0001
00QL0024233,2025-10-03,SDR Outbound,001A000863,,,0,Converted,006O0001767,2025-10-22,005S0003
00QL0003069,2025-10-03,Product (PQL),001A004880,ws_023795,,1,Disqualified - Existing customer,,,
00QL0016333,2025-10-03,Event / Trade show,001A006197,,,0,Nurture,,,005S0000
00QL0016330,2025-10-03,Event / Trade show,001A002509,,,0,Disqualified - No response,,,005S0003
00QL0024286,2025-10-03,SDR Outbound,001A005680,,,0,Disqualified - No response,,,005S0005
00QL0016260,2025-10-03,Content download,001A002237,,,0,Disqualified - No response,,,005S0005
00QL0016268,2025-10-03,Content download,001A006247,,,0,Nurture,,,005S0006
00QL0016269,2025-10-03,Content download,001A008665,,,0,Disqualified - No response,,,005S0003
00QL0007467,2025-10-03,Website - Demo request,001A006993,ws_012300,,0,Disqualified - Existing customer,,,
00QL0024209,2025-10-03,SDR Outbound,001A008656,,,0,Nurture,,,005S0000
00QL0016033,2025-10-03,Webinar,001A005850,,,0,Disqualified - No fit,,,005S0006
00QL0002919,2025-10-03,Product (PQL),001A008481,ws_009454,,1,Disqualified - Existing opportunity,,,
00QL0016128,2025-10-03,Webinar,001A006166,,,0,Nurture,,,005S0004
00QL0016120,2025-10-03,Webinar,001A004771,,,0,Disqualified - No response,,,005S0002
00QL0002942,2025-10-03,Product (PQL),001A007318,ws_011883,,1,Disqualified - Existing opportunity,,,
00QL0007484,2025-10-03,Website - Demo request,001A001554,ws_016091,,0,Disqualified - No response,,,
00QL0016426,2025-10-03,Paid social,001A005511,,,0,Nurture,,,005S0002
00QL0024183,2025-10-03,SDR Outbound,001A008797,,,0,Disqualified - Existing customer,,,005S0003
00QL0002969,2025-10-03,Product (PQL),001A006249,ws_014096,,1,Converted,006O0001755,2025-10-19,
00QL0024192,2025-10-03,SDR Outbound,001A001275,,,0,Disqualified - No response,,,005S0005
00QL0016061,2025-10-03,Webinar,001A006990,,,0,Converted,006O0001747,2025-10-17,005S0000
00QL0016077,2025-10-03,Webinar,001A008103,,,0,Disqualified - Existing opportunity,,,005S0004
00QL0016279,2025-10-03,Content download,001A001552,,,0,Nurture,,,005S0005
00QL0007507,2025-10-03,Website - Demo request,001A004166,ws_022511,,0,Converted,006O0001730,2025-10-13,
00QL0016378,2025-10-03,Event / Trade show,001A004876,,,0,Nurture,,,005S0001
00QL0016377,2025-10-03,Event / Trade show,001A005452,,,0,Nurture,,,005S0003
00QL0016414,2025-10-03,Paid social,001A007967,,,0,Disqualified - No response,,,005S0003
00QL0016498,2025-10-04,Paid search - Enterprise LP,001A005392,,,0,Disqualified - No response,,,005S0006
00QL0002886,2025-10-04,Product (PQL),001A000103,ws_006339,,1,Converted,006O0001713,2025-10-10,
00QL0002888,2025-10-04,Product (PQL),,ws_006626,proton.me,1,Nurture,,,
00QL0016479,2025-10-04,Paid search - Enterprise LP,001A005471,,,0,Disqualified - Student / hobbyist,,,005S0000
00QL0016151,2025-10-04,Content download,001A005610,,,0,Disqualified - No response,,,005S0000
00QL0016463,2025-10-04,Paid social,001A008510,,,0,Disqualified - No response,,,005S0001
00QL0016305,2025-10-04,Content download,001A003571,,,0,Nurture,,,005S0000
00QL0002828,2025-10-04,Product (PQL),001A003689,ws_000900,,1,Disqualified - No fit,,,
00QL0016309,2025-10-04,Content download,001A006332,,,0,Nurture,,,005S0002
00QL0016361,2025-10-04,Event / Trade show,001A000872,,,0,Nurture,,,005S0006
00QL0007437,2025-10-04,Website - Demo request,001A001475,ws_004945,,0,Converted,006O0001735,2025-10-14,
00QL0002909,2025-10-04,Product (PQL),001A008061,ws_008789,,1,Disqualified - Existing opportunity,,,
00QL0002940,2025-10-04,Product (PQL),001A004573,ws_011689,,1,Disqualified - No response,,,
00QL0016430,2025-10-04,Paid social,001A000218,,,0,Nurture,,,005S0006
00QL0016317,2025-10-04,Content download,001A008013,,,0,Disqualified - No fit,,,005S0005
00QL0016318,2025-10-04,Content download,001A008822,,,0,Disqualified - No response,,,005S0003
00QL0007491,2025-10-04,Website - Demo request,001A000620,ws_018444,,0,Disqualified - Existing customer,,,
00QL0016383,2025-10-04,Event / Trade show,001A006168,,,0,Nurture,,,005S0005
00QL0016387,2025-10-04,Event / Trade show,001A007712,,,0,Disqualified - No response,,,005S0005
00QL0002840,2025-10-04,Product (PQL),001A007085,ws_001959,,1,Disqualified - No fit,,,
00QL0007469,2025-10-04,Website - Demo request,001A008797,ws_013218,,0,Disqualified - No response,,,
00QL0024292,2025-10-04,SDR Outbound,001A006077,,,0,Disqualified - No response,,,005S0005
00QL0016335,2025-10-04,Event / Trade show,001A000992,,,0,Nurture,,,005S0004
00QL0026244,2025-10-04,Partner referral,001A005985,,,0,Converted,006O0001726,2025-10-12,
00QL0024273,2025-10-04,SDR Outbound,001A006141,,,0,Disqualified - No fit,,,005S0000
00QL0016297,2025-10-04,Content download,001A003849,,,0,Nurture,,,005S0001
00QL0002829,2025-10-04,Product (PQL),001A001591,ws_000902,,1,Converted,006O0001784,2025-10-26,
00QL0016492,2025-10-04,Paid search - Enterprise LP,001A008676,,,0,Nurture,,,005S0004
00QL0002835,2025-10-04,Product (PQL),001A007551,ws_001644,,1,Nurture,,,
00QL0003055,2025-10-04,Product (PQL),001A004434,ws_022113,,1,Disqualified - Existing opportunity,,,
00QL0016048,2025-10-04,Webinar,001A003797,,,0,Disqualified - No fit,,,005S0004
00QL0024234,2025-10-04,SDR Outbound,001A007911,,,0,Disqualified - No response,,,005S0000
00QL0016056,2025-10-04,Webinar,001A007113,,,0,Converted,006O0001765,2025-10-22,005S0002
00QL0016073,2025-10-04,Webinar,001A001057,,,0,Disqualified - No response,,,005S0001
00QL0024171,2025-10-04,SDR Outbound,001A007047,,,0,Disqualified - No response,,,005S0005
00QL0024238,2025-10-04,SDR Outbound,001A003812,,,0,Disqualified - No fit,,,005S0004
00QL0007420,2025-10-04,Website - Demo request,001A001292,ws_000444,,0,Nurture,,,
00QL0016215,2025-10-04,Content download,001A006559,,,0,Nurture,,,005S0001
00QL0016106,2025-10-04,Webinar,001A007320,,,0,Nurture,,,005S0000
00QL0016271,2025-10-04,Content download,001A000637,,,0,Nurture,,,005S0004
00QL0007425,2025-10-04,Website - Demo request,001A007929,ws_002241,,0,Converted,006O0001770,2025-10-23,
00QL0002824,2025-10-05,Product (PQL),001A002298,ws_000486,,1,Disqualified - No response,,,
00QL0016357,2025-10-05,Event / Trade show,001A001911,,,0,Nurture,,,005S0000
00QL0016489,2025-10-05,Paid search - Enterprise LP,001A007525,,,0,Converted,006O0001878,2025-11-13,005S0001
00QL0016043,2025-10-05,Webinar,001A005007,,,0,Disqualified - No response,,,005S0004
00QL0016150,2025-10-05,Content download,001A004416,,,0,Nurture,,,005S0002
00QL0016278,2025-10-05,Content download,001A005172,,,0,Nurture,,,005S0003
00QL0016370,2025-10-05,Event / Trade show,001A000665,,,0,Nurture,,,005S0003
00QL0007487,2025-10-05,Website - Demo request,001A006768,ws_017318,,0,Disqualified - No response,,,
00QL0016138,2025-10-05,Content download,001A000369,,,0,Disqualified - Existing customer,,,005S0006
00QL0016049,2025-10-05,Webinar,,,,0,Disqualified - No fit,,,005S0003
00QL0007497,2025-10-05,Website - Demo request,001A001909,ws_019919,,0,Converted,006O0001706,2025-10-08,
00QL0016475,2025-10-05,Paid search - Enterprise LP,001A004124,,,0,Disqualified - No response,,,005S0006
00QL0016459,2025-10-05,Paid social,001A005466,,,0,Disqualified - No response,,,005S0004
00QL0007499,2025-10-05,Website - Demo request,001A002315,ws_020634,,0,Nurture,,,
00QL0016412,2025-10-05,Paid social,001A008222,,,0,Nurture,,,005S0005
00QL0003000,2025-10-05,Product (PQL),001A003840,ws_017031,,1,Nurture,,,
00QL0016170,2025-10-05,Content download,001A001526,,,0,Disqualified - Student / hobbyist,,,005S0005
00QL0002945,2025-10-05,Product (PQL),001A002725,ws_012178,,1,Disqualified - Existing customer,,,
00QL0016438,2025-10-05,Paid social,001A004009,,,0,Disqualified - No response,,,005S0004
00QL0016194,2025-10-05,Content download,,,,0,Nurture,,,005S0003
00QL0016424,2025-10-05,Paid social,001A003265,,,0,Nurture,,,005S0001
00QL0016046,2025-10-05,Webinar,001A004313,,,0,Nurture,,,005S0003
00QL0024281,2025-10-05,SDR Outbound,001A004595,,,0,Nurture,,,005S0006
00QL0016307,2025-10-05,Content download,001A007149,,,0,Disqualified - No fit,,,005S0004
00QL0007438,2025-10-05,Website - Demo request,001A005451,ws_004989,,0,Converted,006O0001721,2025-10-12,
00QL0016031,2025-10-05,Webinar,001A002689,,,0,Nurture,,,005S0002
00QL0002854,2025-10-05,Product (PQL),001A005686,ws_004204,,1,Converted,006O0001804,2025-10-29,
00QL0016315,2025-10-05,Content download,001A007035,,,0,Disqualified - No fit,,,005S0004
00QL0024248,2025-10-05,SDR Outbound,001A004833,,,0,Disqualified - No response,,,005S0003
00QL0007457,2025-10-05,Website - Demo request,001A005546,ws_009709,,0,Disqualified - Existing customer,,,
00QL0026242,2025-10-05,Partner referral,001A005972,,,0,Converted,006O0001725,2025-10-12,
00QL0002908,2025-10-05,Product (PQL),001A007811,ws_008717,,1,Converted,006O0001773,2025-10-24,
00QL0007447,2025-10-05,Website - Demo request,001A003570,ws_006726,,0,Converted,006O0001763,2025-10-22,
00QL0003004,2025-10-05,Product (PQL),001A001887,ws_017258,,1,Converted,006O0001792,2025-10-27,
00QL0002911,2025-10-05,Product (PQL),001A004936,ws_008925,,1,Converted,006O0001720,2025-10-12,
00QL0016213,2025-10-06,Content download,001A008588,,,0,Nurture,,,005S0002
00QL0026245,2025-10-06,Partner referral,001A007051,,,0,Converted,006O0001768,2025-10-22,
00QL0003038,2025-10-06,Product (PQL),001A003792,ws_020607,,1,Converted,006O0001779,2025-10-25,
00QL0016246,2025-10-06,Content download,001A007828,,,0,Converted,006O0001888,2025-11-16,005S0004
00QL0002883,2025-10-06,Product (PQL),001A008119,ws_006066,,1,Disqualified - Existing opportunity,,,
00QL0016164,2025-10-06,Content download,001A003211,,,0,Nurture,,,005S0004
00QL0016156,2025-10-06,Content download,001A005050,,,0,Disqualified - No fit,,,005S0001
00QL0026243,2025-10-06,Partner referral,001A007331,,,0,Disqualified - Student / hobbyist,,,
00QL0016481,2025-10-06,Paid search - Enterprise LP,001A004052,,,0,Nurture,,,005S0002
00QL0016288,2025-10-06,Content download,001A007603,,,0,Converted,006O0001748,2025-10-17,005S0003
00QL0002939,2025-10-06,Product (PQL),001A008000,ws_011553,,1,Nurture,,,
00QL0024187,2025-10-06,SDR Outbound,001A004841,,,0,Disqualified - No fit,,,005S0005
00QL0002981,2025-10-06,Product (PQL),001A000784,ws_015266,,1,Converted,006O0001774,2025-10-24,
00QL0007460,2025-10-06,Website - Demo request,001A007809,ws_010734,,0,Converted,006O0001741,2025-10-15,
00QL0007480,2025-10-06,Website - Demo request,001A008511,ws_015811,,0,Nurture,,,
00QL0016351,2025-10-06,Event / Trade show,001A005704,,,0,Nurture,,,005S0002
00QL0003064,2025-10-06,Product (PQL),001A002042,ws_023080,,1,Nurture,,,
00QL0016201,2025-10-06,Content download,001A001044,,,0,Disqualified - No response,,,005S0000
00QL0003058,2025-10-06,Product (PQL),001A003695,ws_022714,,1,Converted,006O0001761,2025-10-22,
00QL0016047,2025-10-06,Webinar,001A000624,,,0,Disqualified - No fit,,,005S0006
00QL0016243,2025-10-06,Content download,001A005480,,,0,Disqualified - No response,,,005S0000
00QL0007488,2025-10-06,Website - Demo request,001A002641,ws_017638,,0,Converted,006O0001723,2025-10-12,
00QL0003050,2025-10-06,Product (PQL),001A008923,ws_021531,,1,Disqualified - No response,,,
00QL0016276,2025-10-06,Content download,001A000823,,,0,Disqualified - No fit,,,005S0004
00QL0016054,2025-10-06,Webinar,001A004610,,,0,Disqualified - No fit,,,005S0004
00QL0016323,2025-10-06,Content download,001A006265,,,0,Nurture,,,005S0004
00QL0002866,2025-10-06,Product (PQL),,ws_004986,yahoo.com,1,Disqualified - No fit,,,
00QL0007501,2025-10-06,Website - Demo request,001A006967,ws_021256,,0,Nurture,,,
00QL0016392,2025-10-06,Event / Trade show,001A005083,,,0,Disqualified - No response,,,005S0000
00QL0016182,2025-10-06,Content download,001A000567,,,0,Disqualified - No fit,,,005S0000
00QL0002986,2025-10-06,Product (PQL),001A001475,ws_016035,,1,Disqualified - Existing opportunity,,,
00QL0016407,2025-10-06,Paid social,001A006829,,,0,Nurture,,,005S0003
00QL0002842,2025-10-06,Product (PQL),001A005641,ws_002240,,1,Disqualified - Existing opportunity,,,
