history_id,opportunity_id,field,old_value,new_value,created_by,created_at
017H00026566,006O0002649,StageName,2 - Qualification,3 - Technical Validation,005A0018,2026-05-25 13:55:56
017H00026567,006O0002649,ForecastCategoryName,Pipeline,Best Case,005A0018,2026-05-25 13:55:56
017H00026568,006O0002649,CloseDate,2026-05-24,2026-06-22,005A0018,2026-06-02 13:00:00
017H00026569,006O0002649,CloseDate,2026-06-22,2026-07-09,005A0018,2026-07-02 16:00:00
017H00026570,006O0002649,StageName,3 - Technical Validation,Closed Lost,005A0018,2026-07-17 03:46:40
017H00026571,006O0002649,ForecastCategoryName,Best Case,Omitted,005A0018,2026-07-17 03:46:40
017H00026572,006O0002649,CloseDate,2026-07-09,2026-07-16,005A0018,2026-07-17 03:46:40
017H00026573,006O0002650,StageName,,1 - Discovery,005A0018,2026-04-17 00:00:00
017H00026574,006O0002650,CloseDate,,2026-05-29,005A0018,2026-04-17 00:00:00
017H00026575,006O0002650,Amount,,68700.0,005A0018,2026-04-17 00:00:00
017H00026576,006O0002650,ForecastCategoryName,,Pipeline,005A0018,2026-04-17 00:00:00
017H00026577,006O0002650,StageName,1 - Discovery,2 - Qualification,005A0018,2026-04-24 09:17:41
017H00026578,006O0002650,StageName,2 - Qualification,3 - Technical Validation,005A0018,2026-05-01 05:07:41
017H00026579,006O0002650,ForecastCategoryName,Pipeline,Best Case,005X0001,2026-05-01 05:07:41
017H00026580,006O0002650,StageName,3 - Technical Validation,4 - Proposal,005A0018,2026-05-12 14:56:15
017H00026581,006O0002650,ForecastCategoryName,Best Case,Commit,005A0018,2026-05-12 14:56:15
017H00026582,006O0002650,StageName,4 - Proposal,5 - Negotiation,005A0018,2026-05-17 06:34:26
017H00026583,006O0002650,CloseDate,2026-05-29,2026-07-10,005A0018,2026-05-31 08:00:00
017H00026584,006O0002650,CloseDate,2026-07-10,2026-07-27,005A0018,2026-07-17 16:00:00
017H00026585,006O0002650,StageName,5 - Negotiation,Closed Lost,005A0018,2026-07-18 08:29:45
017H00026586,006O0002650,ForecastCategoryName,Commit,Omitted,005A0018,2026-07-18 08:29:45
017H00026587,006O0002650,CloseDate,2026-07-27,2026-07-17,005A0018,2026-07-18 08:29:45
017H00026588,006O0002651,StageName,,1 - Discovery,005A0023,2026-04-18 00:00:00
017H00026589,006O0002651,CloseDate,,2026-05-11,005A0023,2026-04-18 00:00:00
017H00026590,006O0002651,Amount,,107000.0,005A0023,2026-04-18 00:00:00
017H00026591,006O0002651,ForecastCategoryName,,Pipeline,005A0023,2026-04-18 00:00:00
017H00026592,006O0002651,StageName,1 - Discovery,2 - Qualification,005A0023,2026-04-20 22:39:12
017H00026593,006O0002651,StageName,2 - Qualification,3 - Technical Validation,005A0023,2026-04-23 03:24:26
017H00026594,006O0002651,ForecastCategoryName,Pipeline,Best Case,005A0023,2026-04-23 03:24:26
017H00026595,006O0002651,StageName,3 - Technical Validation,Closed Lost,005A0023,2026-05-11 14:37:23
017H00026596,006O0002651,ForecastCategoryName,Best Case,Omitted,005A0023,2026-05-11 14:37:23
017H00026597,006O0002651,CloseDate,2026-05-11,2026-05-11,005A0023,2026-05-11 14:37:23
017H00026598,006O0002652,StageName,,1 - Discovery,005A0024,2026-04-18 00:00:00
017H00026599,006O0002652,CloseDate,,2026-05-09,005A0024,2026-04-18 00:00:00
017H00026600,006O0002652,Amount,,18500.0,005A0024,2026-04-18 00:00:00
017H00026601,006O0002652,ForecastCategoryName,,Pipeline,005A0024,2026-04-18 00:00:00
017H00026602,006O0002652,StageName,1 - Discovery,2 - Qualification,005A0024,2026-04-25 05:53:36
017H00026603,006O0002652,StageName,2 - Qualification,3 - Technical Validation,005X0001,2026-05-02 15:54:31
017H00026604,006O0002652,ForecastCategoryName,Pipeline,Best Case,005X0001,2026-05-02 15:54:31
017H00026605,006O0002652,CloseDate,2026-05-09,2026-06-05,005A0024,2026-05-18 12:00:00
017H00026606,006O0002652,CloseDate,2026-06-05,2026-06-21,005A0024,2026-06-11 11:00:00
017H00026607,006O0002652,CloseDate,2026-06-21,2026-07-10,005A0024,2026-06-26 08:00:00
017H00026608,006O0002652,CloseDate,2026-07-10,2026-08-14,005A0024,2026-07-10 11:00:00
017H00026609,006O0002652,StageName,3 - Technical Validation,Closed Lost,005A0024,2026-08-21 12:10:18
017H00026610,006O0002652,ForecastCategoryName,Best Case,Omitted,005A0024,2026-08-21 12:10:18
017H00026611,006O0002652,CloseDate,2026-08-14,2026-08-20,005A0024,2026-08-21 12:10:18
017H00026612,006O0002653,StageName,,1 - Discovery,005A0005,2026-04-18 00:00:00
017H00026613,006O0002653,CloseDate,,2026-05-19,005A0005,2026-04-18 00:00:00
017H00026614,006O0002653,Amount,,23700.0,005A0005,2026-04-18 00:00:00
017H00026615,006O0002653,ForecastCategoryName,,Pipeline,005A0005,2026-04-18 00:00:00
017H00026616,006O0002653,StageName,1 - Discovery,2 - Qualification,005A0005,2026-05-02 15:49:03
017H00026617,006O0002653,StageName,2 - Qualification,3 - Technical Validation,005A0005,2026-05-03 21:58:12
017H00026618,006O0002653,ForecastCategoryName,Pipeline,Best Case,005A0005,2026-05-03 21:58:12
017H00026619,006O0002653,CloseDate,2026-05-19,2026-07-09,005A0005,2026-05-29 09:00:00
017H00026620,006O0002653,CloseDate,2026-07-09,2026-07-14,005A0005,2026-07-09 12:00:00
017H00026621,006O0002653,CloseDate,2026-07-14,2026-08-16,005A0005,2026-07-19 13:00:00
017H00026622,006O0002653,CloseDate,2026-08-16,2026-10-20,005X0001,2026-08-18 10:00:00
017H00026623,006O0002653,StageName,3 - Technical Validation,Closed Lost,005A0005,2026-08-30 17:05:35
017H00026624,006O0002653,ForecastCategoryName,Best Case,Omitted,005A0005,2026-08-30 17:05:35
017H00026625,006O0002653,CloseDate,2026-10-20,2026-08-30,005A0005,2026-08-30 17:05:35
017H00026626,006O0002654,StageName,,1 - Discovery,005A0012,2026-04-18 00:00:00
017H00026627,006O0002654,CloseDate,,2026-08-20,005A0012,2026-04-18 00:00:00
017H00026628,006O0002654,Amount,,223600.0,005A0012,2026-04-18 00:00:00
017H00026629,006O0002654,ForecastCategoryName,,Pipeline,005A0012,2026-04-18 00:00:00
017H00026630,006O0002654,StageName,1 - Discovery,Closed Lost,005X0001,2026-08-02 21:32:13
017H00026631,006O0002654,ForecastCategoryName,Pipeline,Omitted,005A0012,2026-08-02 21:32:13
017H00026632,006O0002654,CloseDate,2026-08-20,2026-08-02,005A0012,2026-08-02 21:32:13
017H00026633,006O0002655,StageName,,1 - Discovery,005A0014,2026-04-18 00:00:00
017H00026634,006O0002655,CloseDate,,2026-05-13,005A0014,2026-04-18 00:00:00
017H00026635,006O0002655,Amount,,8600.0,005A0014,2026-04-18 00:00:00
017H00026636,006O0002655,ForecastCategoryName,,Pipeline,005A0014,2026-04-18 00:00:00
017H00026637,006O0002655,StageName,1 - Discovery,2 - Qualification,005A0014,2026-04-21 14:40:55
017H00026638,006O0002655,StageName,2 - Qualification,3 - Technical Validation,005A0014,2026-04-29 05:32:33
017H00026639,006O0002655,ForecastCategoryName,Pipeline,Best Case,005A0014,2026-04-29 05:32:33
017H00026640,006O0002655,StageName,3 - Technical Validation,4 - Proposal,005A0014,2026-05-03 07:34:48
017H00026641,006O0002655,CloseDate,2026-05-13,2026-06-20,005A0014,2026-05-18 17:00:00
017H00026642,006O0002655,StageName,4 - Proposal,5 - Negotiation,005A0014,2026-05-19 08:45:55
017H00026643,006O0002655,ForecastCategoryName,Best Case,Commit,005A0014,2026-05-19 08:45:55
017H00026644,006O0002655,CloseDate,2026-06-20,2026-07-01,005A0014,2026-06-20 17:00:00
017H00026645,006O0002655,CloseDate,2026-07-01,2026-08-12,005A0014,2026-07-03 08:00:00
017H00026646,006O0002655,CloseDate,2026-08-12,2026-09-14,005A0014,2026-08-21 12:00:00
017H00026647,006O0002655,CloseDate,2026-09-14,2026-10-03,005A0014,2026-09-15 17:00:00
017H00026648,006O0002656,StageName,,1 - Discovery,005A0002,2026-04-19 00:00:00
017H00026649,006O0002656,CloseDate,,2026-05-09,005A0002,2026-04-19 00:00:00
017H00026650,006O0002656,Amount,,13300.0,005A0002,2026-04-19 00:00:00
017H00026651,006O0002656,ForecastCategoryName,,Pipeline,005A0002,2026-04-19 00:00:00
017H00026652,006O0002656,StageName,1 - Discovery,2 - Qualification,005A0002,2026-04-21 21:06:26
017H00026653,006O0002656,StageName,2 - Qualification,3 - Technical Validation,005X0001,2026-04-23 18:20:11
017H00026654,006O0002656,ForecastCategoryName,Pipeline,Best Case,005A0002,2026-04-23 18:20:11
017H00026655,006O0002656,CloseDate,2026-05-09,2026-06-10,005A0002,2026-05-12 16:00:00
017H00026656,006O0002656,StageName,3 - Technical Validation,4 - Proposal,005A0002,2026-05-20 06:21:28
017H00026657,006O0002656,Amount,13300.0,15300.0,005A0002,2026-05-20 07:21:28
017H00026658,006O0002656,StageName,4 - Proposal,5 - Negotiation,005A0002,2026-05-28 19:57:12
017H00026659,006O0002656,ForecastCategoryName,Best Case,Commit,005A0002,2026-05-28 19:57:12
017H00026660,006O0002656,StageName,5 - Negotiation,Closed Won,005A0002,2026-05-30 06:08:01
017H00026661,006O0002656,ForecastCategoryName,Commit,Closed,005X0001,2026-05-30 06:08:01
017H00026662,006O0002656,CloseDate,2026-06-10,2026-05-29,005A0002,2026-05-30 06:08:01
017H00026663,006O0002657,StageName,,1 - Discovery,005A0023,2026-04-19 00:00:00
017H00026664,006O0002657,CloseDate,,2026-05-21,005A0023,2026-04-19 00:00:00
017H00026665,006O0002657,Amount,,84400.0,005A0023,2026-04-19 00:00:00
017H00026666,006O0002657,ForecastCategoryName,,Pipeline,005A0023,2026-04-19 00:00:00
017H00026667,006O0002657,StageName,1 - Discovery,2 - Qualification,005A0023,2026-04-22 05:57:40
017H00026668,006O0002657,StageName,2 - Qualification,3 - Technical Validation,005A0023,2026-04-28 11:37:45
017H00026669,006O0002657,ForecastCategoryName,Pipeline,Best Case,005X0001,2026-04-28 11:37:45
017H00026670,006O0002657,StageName,3 - Technical Validation,4 - Proposal,005A0023,2026-05-09 13:18:41
017H00026671,006O0002657,StageName,4 - Proposal,5 - Negotiation,005A0023,2026-05-17 01:46:08
017H00026672,006O0002657,ForecastCategoryName,Best Case,Commit,005A0023,2026-05-17 01:46:08
017H00026673,006O0002657,StageName,5 - Negotiation,Closed Won,005A0023,2026-05-18 04:46:08
017H00026674,006O0002657,ForecastCategoryName,Commit,Closed,005A0023,2026-05-18 04:46:08
017H00026675,006O0002657,CloseDate,2026-05-21,2026-05-17,005A0023,2026-05-18 04:46:08
017H00026676,006O0002658,StageName,,1 - Discovery,005A0015,2026-04-19 00:00:00
017H00026677,006O0002658,CloseDate,,2026-05-18,005A0015,2026-04-19 00:00:00
017H00026678,006O0002658,Amount,,47600.0,005A0015,2026-04-19 00:00:00
017H00026679,006O0002658,ForecastCategoryName,,Pipeline,005A0015,2026-04-19 00:00:00
017H00026680,006O0002658,StageName,1 - Discovery,2 - Qualification,005A0015,2026-04-28 06:02:47
017H00026681,006O0002658,StageName,2 - Qualification,3 - Technical Validation,005A0015,2026-05-02 21:00:12
017H00026682,006O0002658,ForecastCategoryName,Pipeline,Best Case,005A0015,2026-05-02 21:00:12
017H00026683,006O0002658,StageName,3 - Technical Validation,4 - Proposal,005A0015,2026-05-08 00:53:40
017H00026684,006O0002658,CloseDate,2026-05-18,2026-06-09,005A0015,2026-05-18 08:00:00
017H00026685,006O0002658,StageName,4 - Proposal,5 - Negotiation,005A0015,2026-05-20 03:30:12
017H00026686,006O0002658,ForecastCategoryName,Best Case,Commit,005A0015,2026-05-20 03:30:12
017H00026687,006O0002658,StageName,5 - Negotiation,Closed Won,005A0015,2026-06-08 01:39:38
017H00026688,006O0002658,ForecastCategoryName,Commit,Closed,005A0015,2026-06-08 01:39:38
017H00026689,006O0002658,CloseDate,2026-06-09,2026-06-07,005A0015,2026-06-08 01:39:38
017H00026690,006O0002659,StageName,,1 - Discovery,005A0009,2026-04-19 00:00:00
017H00026691,006O0002659,CloseDate,,2026-05-31,005A0009,2026-04-19 00:00:00
017H00026692,006O0002659,Amount,,15300.0,005A0009,2026-04-19 00:00:00
017H00026693,006O0002659,ForecastCategoryName,,Pipeline,005A0009,2026-04-19 00:00:00
017H00026694,006O0002659,StageName,1 - Discovery,2 - Qualification,005A0009,2026-04-30 13:06:13
017H00026695,006O0002659,CloseDate,2026-05-31,2026-06-17,005A0009,2026-06-02 13:00:00
017H00026696,006O0002659,CloseDate,2026-06-17,2026-08-22,005A0009,2026-06-27 14:00:00
017H00026697,006O0002659,CloseDate,2026-08-22,2026-09-09,005A0009,2026-08-25 17:00:00
017H00026698,006O0002659,StageName,2 - Qualification,Closed Lost,005A0009,2026-09-11 18:19:56
017H00026699,006O0002659,ForecastCategoryName,Pipeline,Omitted,005A0009,2026-09-11 18:19:56
017H00026700,006O0002659,CloseDate,2026-09-09,2026-09-11,005A0009,2026-09-11 18:19:56
017H00026701,006O0002660,StageName,,1 - Discovery,005A0008,2026-04-19 00:00:00
017H00026702,006O0002660,CloseDate,,2026-05-09,005A0008,2026-04-19 00:00:00
017H00026703,006O0002660,Amount,,25800.0,005A0008,2026-04-19 00:00:00
017H00026704,006O0002660,ForecastCategoryName,,Pipeline,005A0008,2026-04-19 00:00:00
017H00026705,006O0002660,CloseDate,2026-05-09,2026-08-18,005A0008,2026-05-09 17:00:00
017H00026706,006O0002660,StageName,1 - Discovery,Closed Lost,005A0008,2026-05-24 17:19:43
017H00026707,006O0002660,ForecastCategoryName,Pipeline,Omitted,005A0008,2026-05-24 17:19:43
017H00026708,006O0002660,CloseDate,2026-08-18,2026-05-24,005A0008,2026-05-24 17:19:43
017H00026709,006O0002661,StageName,,1 - Discovery,005A0014,2026-04-19 00:00:00
017H00026710,006O0002661,CloseDate,,2026-05-05,005X0001,2026-04-19 00:00:00
017H00026711,006O0002661,Amount,,13300.0,005X0001,2026-04-19 00:00:00
017H00026712,006O0002661,ForecastCategoryName,,Pipeline,005A0014,2026-04-19 00:00:00
017H00026713,006O0002661,StageName,1 - Discovery,2 - Qualification,005A0014,2026-04-20 14:00:00
017H00026714,006O0002661,StageName,2 - Qualification,3 - Technical Validation,005A0014,2026-04-24 07:29:15
017H00026715,006O0002661,ForecastCategoryName,Pipeline,Best Case,005A0014,2026-04-24 07:29:15
017H00026716,006O0002661,CloseDate,2026-05-05,2026-07-28,005A0014,2026-05-10 08:00:00
017H00026717,006O0002661,StageName,3 - Technical Validation,Closed Lost,005A0014,2026-06-07 11:52:48
017H00026718,006O0002661,ForecastCategoryName,Best Case,Omitted,005X0001,2026-06-07 11:52:48
017H00026719,006O0002661,CloseDate,2026-07-28,2026-06-06,005A0014,2026-06-07 11:52:48
017H00026720,006O0002662,StageName,,1 - Discovery,005A0006,2026-04-20 00:00:00
017H00026721,006O0002662,CloseDate,,2026-06-06,005A0006,2026-04-20 00:00:00
017H00026722,006O0002662,Amount,,37200.0,005A0006,2026-04-20 00:00:00
017H00026723,006O0002662,ForecastCategoryName,,Pipeline,005A0006,2026-04-20 00:00:00
017H00026724,006O0002662,CloseDate,2026-06-06,2026-06-17,005A0006,2026-06-12 14:00:00
017H00026725,006O0002662,StageName,1 - Discovery,Closed Lost,005A0006,2026-06-18 20:25:20
017H00026726,006O0002662,ForecastCategoryName,Pipeline,Omitted,005A0006,2026-06-18 20:25:20
017H00026727,006O0002662,CloseDate,2026-06-17,2026-06-18,005A0006,2026-06-18 20:25:20
017H00026728,006O0002663,StageName,,1 - Discovery,005A0002,2026-04-20 00:00:00
017H00026729,006O0002663,CloseDate,,2026-05-05,005A0002,2026-04-20 00:00:00
017H00026730,006O0002663,Amount,,25100.0,005A0002,2026-04-20 00:00:00
017H00026731,006O0002663,ForecastCategoryName,,Pipeline,005A0002,2026-04-20 00:00:00
017H00026732,006O0002663,CloseDate,2026-05-05,2026-06-16,005X0001,2026-05-11 10:00:00
017H00026733,006O0002663,StageName,1 - Discovery,Closed Lost,005X0001,2026-06-16 13:03:20
017H00026734,006O0002663,ForecastCategoryName,Pipeline,Omitted,005A0002,2026-06-16 13:03:20
017H00026735,006O0002663,CloseDate,2026-06-16,2026-06-16,005A0002,2026-06-16 13:03:20
017H00026736,006O0002664,StageName,,1 - Discovery,005X0001,2026-04-20 00:00:00
017H00026737,006O0002664,CloseDate,,2026-05-06,005A0014,2026-04-20 00:00:00
017H00026738,006O0002664,Amount,,11200.0,005A0014,2026-04-20 00:00:00
017H00026739,006O0002664,ForecastCategoryName,,Pipeline,005A0014,2026-04-20 00:00:00
017H00026740,006O0002664,StageName,1 - Discovery,Closed Lost,005A0014,2026-05-10 06:19:17
017H00026741,006O0002664,ForecastCategoryName,Pipeline,Omitted,005A0014,2026-05-10 06:19:17
017H00026742,006O0002664,CloseDate,2026-05-06,2026-05-09,005A0014,2026-05-10 06:19:17
017H00026743,006O0002665,StageName,,1 - Discovery,005A0004,2026-04-20 00:00:00
017H00026744,006O0002665,CloseDate,,2026-06-10,005A0004,2026-04-20 00:00:00
017H00026745,006O0002665,Amount,,59200.0,005A0004,2026-04-20 00:00:00
017H00026746,006O0002665,ForecastCategoryName,,Pipeline,005A0004,2026-04-20 00:00:00
017H00026747,006O0002665,StageName,1 - Discovery,2 - Qualification,005A0004,2026-05-11 00:37:46
017H00026748,006O0002665,StageName,2 - Qualification,3 - Technical Validation,005A0004,2026-05-15 01:00:37
017H00026749,006O0002665,ForecastCategoryName,Pipeline,Commit,005X0001,2026-05-15 01:00:37
017H00026750,006O0002665,CloseDate,2026-06-10,2026-07-04,005A0004,2026-06-20 15:00:00
017H00026751,006O0002665,StageName,3 - Technical Validation,Closed Lost,005A0004,2026-07-01 06:32:41
017H00026752,006O0002665,ForecastCategoryName,Commit,Omitted,005A0004,2026-07-01 06:32:41
017H00026753,006O0002665,CloseDate,2026-07-04,2026-06-30,005X0001,2026-07-01 06:32:41
017H00026754,006O0002666,StageName,,1 - Discovery,005A0015,2026-04-20 00:00:00
017H00026755,006O0002666,CloseDate,,2026-05-08,005A0015,2026-04-20 00:00:00
017H00026756,006O0002666,Amount,,20200.0,005A0015,2026-04-20 00:00:00
017H00026757,006O0002666,ForecastCategoryName,,Pipeline,005A0015,2026-04-20 00:00:00
017H00026758,006O0002666,CloseDate,2026-05-08,2026-06-17,005A0015,2026-05-18 08:00:00
017H00026759,006O0002666,StageName,1 - Discovery,Closed Lost,005A0015,2026-06-11 18:12:17
017H00026760,006O0002666,ForecastCategoryName,Pipeline,Omitted,005A0015,2026-06-11 18:12:17
017H00026761,006O0002666,CloseDate,2026-06-17,2026-06-11,005A0015,2026-06-11 18:12:17
017H00026762,006O0002667,StageName,,1 - Discovery,005A0018,2026-04-20 00:00:00
017H00026763,006O0002667,CloseDate,,2026-05-31,005A0018,2026-04-20 00:00:00
017H00026764,006O0002667,Amount,,30100.0,005A0018,2026-04-20 00:00:00
017H00026765,006O0002667,ForecastCategoryName,,Pipeline,005A0018,2026-04-20 00:00:00
017H00026766,006O0002667,StageName,1 - Discovery,Closed Lost,005A0018,2026-05-16 20:18:18
017H00026767,006O0002667,ForecastCategoryName,Pipeline,Omitted,005A0018,2026-05-16 20:18:18
017H00026768,006O0002667,CloseDate,2026-05-31,2026-05-16,005A0018,2026-05-16 20:18:18
017H00026769,006O0002668,StageName,,1 - Discovery,005A0015,2026-04-20 00:00:00
017H00026770,006O0002668,CloseDate,,2026-06-17,005A0015,2026-04-20 00:00:00
017H00026771,006O0002668,Amount,,73600.0,005A0015,2026-04-20 00:00:00
017H00026772,006O0002668,ForecastCategoryName,,Pipeline,005A0015,2026-04-20 00:00:00
017H00026773,006O0002668,StageName,1 - Discovery,2 - Qualification,005A0015,2026-04-29 02:02:04
017H00026774,006O0002668,StageName,2 - Qualification,3 - Technical Validation,005A0015,2026-05-15 15:11:00
017H00026775,006O0002668,ForecastCategoryName,Pipeline,Best Case,005A0015,2026-05-15 15:11:00
017H00026776,006O0002668,StageName,3 - Technical Validation,4 - Proposal,005A0015,2026-05-29 23:28:20
017H00026777,006O0002668,Amount,73600.0,62600.0,005X0001,2026-05-30 00:28:20
017H00026778,006O0002668,StageName,4 - Proposal,5 - Negotiation,005A0015,2026-06-13 03:22:24
017H00026779,006O0002668,ForecastCategoryName,Best Case,Commit,005A0015,2026-06-13 03:22:24
017H00026780,006O0002668,Amount,62600.0,60600.0,005A0015,2026-06-15 03:22:24
017H00026781,006O0002668,StageName,5 - Negotiation,Closed Won,005X0001,2026-06-27 21:59:06
017H00026782,006O0002668,ForecastCategoryName,Commit,Closed,005A0015,2026-06-27 21:59:06
017H00026783,006O0002668,CloseDate,2026-06-17,2026-06-27,005A0015,2026-06-27 21:59:06
017H00026784,006O0002669,StageName,,1 - Discovery,005A0008,2026-04-21 00:00:00
017H00026785,006O0002669,CloseDate,,2026-05-09,005A0008,2026-04-21 00:00:00
017H00026786,006O0002669,Amount,,22400.0,005A0008,2026-04-21 00:00:00
017H00026787,006O0002669,ForecastCategoryName,,Pipeline,005A0008,2026-04-21 00:00:00
017H00026788,006O0002669,StageName,1 - Discovery,2 - Qualification,005A0008,2026-04-23 05:14:24
017H00026789,006O0002669,StageName,2 - Qualification,3 - Technical Validation,005A0008,2026-05-02 23:48:14
017H00026790,006O0002669,ForecastCategoryName,Pipeline,Best Case,005A0008,2026-05-02 23:48:14
017H00026791,006O0002669,CloseDate,2026-05-09,2026-05-22,005A0008,2026-05-10 11:00:00
017H00026792,006O0002669,StageName,3 - Technical Validation,4 - Proposal,005A0008,2026-05-11 00:32:18
017H00026793,006O0002669,ForecastCategoryName,Best Case,Commit,005A0008,2026-05-11 00:32:18
017H00026794,006O0002669,StageName,4 - Proposal,5 - Negotiation,005A0008,2026-05-17 09:30:09
017H00026795,006O0002669,StageName,5 - Negotiation,Closed Won,005A0008,2026-05-22 16:28:01
017H00026796,006O0002669,ForecastCategoryName,Commit,Closed,005X0001,2026-05-22 16:28:01
017H00026797,006O0002669,CloseDate,2026-05-22,2026-05-22,005A0008,2026-05-22 16:28:01
017H00026798,006O0002670,StageName,,1 - Discovery,005A0010,2026-04-22 00:00:00
017H00026799,006O0002670,CloseDate,,2026-05-05,005A0010,2026-04-22 00:00:00
017H00026800,006O0002670,Amount,,9500.0,005A0010,2026-04-22 00:00:00
017H00026801,006O0002670,ForecastCategoryName,,Pipeline,005A0010,2026-04-22 00:00:00
017H00026802,006O0002670,StageName,1 - Discovery,2 - Qualification,005A0010,2026-05-01 13:58:14
017H00026803,006O0002670,CloseDate,2026-05-05,2026-06-10,005A0010,2026-05-15 17:00:00
017H00026804,006O0002670,CloseDate,2026-06-10,2026-06-27,005A0010,2026-06-18 10:00:00
017H00026805,006O0002670,CloseDate,2026-06-27,2026-08-31,005A0010,2026-06-27 11:00:00
017H00026806,006O0002670,StageName,2 - Qualification,Closed Lost,005A0010,2026-08-30 14:14:04
017H00026807,006O0002670,ForecastCategoryName,Pipeline,Omitted,005X0001,2026-08-30 14:14:04
017H00026808,006O0002670,CloseDate,2026-08-31,2026-08-30,005A0010,2026-08-30 14:14:04
017H00026809,006O0002671,StageName,,1 - Discovery,005A0020,2026-04-22 00:00:00
017H00026810,006O0002671,CloseDate,,2026-06-10,005A0020,2026-04-22 00:00:00
017H00026811,006O0002671,Amount,,72100.0,005A0020,2026-04-22 00:00:00
017H00026812,006O0002671,ForecastCategoryName,,Pipeline,005A0020,2026-04-22 00:00:00
017H00026813,006O0002671,StageName,1 - Discovery,2 - Qualification,005A0020,2026-05-05 04:44:34
017H00026814,006O0002671,CloseDate,2026-06-10,2026-06-18,005A0020,2026-06-17 11:00:00
017H00026815,006O0002671,CloseDate,2026-06-18,2026-08-22,005A0020,2026-06-27 09:00:00
017H00026816,006O0002671,StageName,2 - Qualification,Closed Lost,005A0020,2026-07-17 02:41:41
017H00026817,006O0002671,ForecastCategoryName,Pipeline,Omitted,005A0020,2026-07-17 02:41:41
017H00026818,006O0002671,CloseDate,2026-08-22,2026-07-16,005A0020,2026-07-17 02:41:41
017H00026819,006O0002672,StageName,,1 - Discovery,005A0002,2026-04-22 00:00:00
017H00026820,006O0002672,CloseDate,,2026-05-16,005A0002,2026-04-22 00:00:00
017H00026821,006O0002672,Amount,,7100.0,005A0002,2026-04-22 00:00:00
017H00026822,006O0002672,ForecastCategoryName,,Pipeline,005A0002,2026-04-22 00:00:00
017H00026823,006O0002672,StageName,1 - Discovery,Closed Lost,005A0002,2026-05-03 09:21:51
017H00026824,006O0002672,ForecastCategoryName,Pipeline,Omitted,005X0001,2026-05-03 09:21:51
017H00026825,006O0002672,CloseDate,2026-05-16,2026-05-02,005A0002,2026-05-03 09:21:51
017H00026826,006O0002673,StageName,,1 - Discovery,005A0010,2026-04-23 00:00:00
017H00026827,006O0002673,CloseDate,,2026-05-19,005A0010,2026-04-23 00:00:00
017H00026828,006O0002673,Amount,,11300.0,005A0010,2026-04-23 00:00:00
017H00026829,006O0002673,ForecastCategoryName,,Pipeline,005A0010,2026-04-23 00:00:00
017H00026830,006O0002673,StageName,1 - Discovery,4 - Proposal,005A0010,2026-05-07 02:51:06
017H00026831,006O0002673,ForecastCategoryName,Pipeline,Commit,005A0010,2026-05-07 02:51:06
017H00026832,006O0002673,StageName,4 - Proposal,5 - Negotiation,005X0001,2026-05-11 04:33:24
017H00026833,006O0002673,StageName,5 - Negotiation,Closed Won,005A0010,2026-05-14 13:17:54
017H00026834,006O0002673,ForecastCategoryName,Commit,Closed,005A0010,2026-05-14 13:17:54
017H00026835,006O0002673,CloseDate,2026-05-19,2026-05-14,005X0001,2026-05-14 13:17:54
017H00026836,006O0002674,StageName,,1 - Discovery,005A0023,2026-04-23 00:00:00
017H00026837,006O0002674,CloseDate,,2026-05-20,005A0023,2026-04-23 00:00:00
017H00026838,006O0002674,Amount,,52900.0,005A0023,2026-04-23 00:00:00
017H00026839,006O0002674,ForecastCategoryName,,Pipeline,005A0023,2026-04-23 00:00:00
017H00026840,006O0002674,StageName,1 - Discovery,2 - Qualification,005A0023,2026-04-28 10:59:10
017H00026841,006O0002674,StageName,2 - Qualification,3 - Technical Validation,005A0023,2026-05-03 03:36:58
017H00026842,006O0002674,ForecastCategoryName,Pipeline,Best Case,005A0023,2026-05-03 03:36:58
017H00026843,006O0002674,StageName,3 - Technical Validation,4 - Proposal,005A0023,2026-05-17 20:02:28
017H00026844,006O0002674,StageName,4 - Proposal,5 - Negotiation,005A0023,2026-05-19 22:36:27
017H00026845,006O0002674,ForecastCategoryName,Best Case,Commit,005A0023,2026-05-19 22:36:27
017H00026846,006O0002674,CloseDate,2026-05-20,2026-06-15,005A0023,2026-05-21 14:00:00
017H00026847,006O0002674,CloseDate,2026-06-15,2026-07-30,005A0023,2026-06-25 14:00:00
017H00026848,006O0002674,CloseDate,2026-07-30,2026-08-17,005A0023,2026-08-02 15:00:00
017H00026849,006O0002674,CloseDate,2026-08-17,2026-10-02,005A0023,2026-08-18 08:00:00
017H00026850,006O0002674,StageName,5 - Negotiation,Closed Lost,005A0023,2026-09-19 17:15:59
017H00026851,006O0002674,ForecastCategoryName,Commit,Omitted,005A0023,2026-09-19 17:15:59
017H00026852,006O0002674,CloseDate,2026-10-02,2026-09-19,005A0023,2026-09-19 17:15:59
017H00026853,006O0002675,StageName,,1 - Discovery,005A0012,2026-04-23 00:00:00
017H00026854,006O0002675,CloseDate,,2026-08-12,005A0012,2026-04-23 00:00:00
017H00026855,006O0002675,Amount,,119400.0,005A0012,2026-04-23 00:00:00
017H00026856,006O0002675,ForecastCategoryName,,Pipeline,005A0012,2026-04-23 00:00:00
017H00026857,006O0002675,StageName,1 - Discovery,2 - Qualification,005A0012,2026-05-01 10:21:07
