opportunity_id,opportunity_name,account_id,opportunity_type,lead_source,owner_id,created_date,close_date,stage_name,forecast_category,amount,currency,is_closed,is_won,loss_reason,primary_competitor,primary_workspace_id,next_step,last_activity_date
006O0002268,Mosastack - New Business,001A004526,New Business,Inbound,005A0014,2026-02-03,2026-02-14,Closed Lost,Omitted,11200.00,USD,1,0,Competitor - Workato,,ws_006210,,2026-02-18
006O0002269,Korastack - New Business,001A003631,New Business,Product-led (PQL),005A0015,2026-02-04,2026-03-08,Closed Lost,Omitted,12400.00,USD,1,0,Chose self-hosted Community edition,Power Automate,ws_006712,,2026-03-11
006O0002270,Xenovik - New Business,001A008120,New Business,Product-led (PQL),005A0008,2026-02-04,2026-03-13,Closed Won,Closed,8700.00,EUR,1,1,,,ws_019623,,2026-03-13
006O0002271,Quarwave - New Business,001A002979,New Business,Product-led (PQL),005A0016,2026-02-04,2026-02-21,Closed Lost,Omitted,6300.00,USD,1,0,Competitor - Zapier,Zapier,ws_022527,,2026-02-27
006O0002272,Runenet - New Business,001A007236,New Business,Product-led (PQL),005A0007,2026-02-04,2026-07-09,Closed Lost,Omitted,69300.00,EUR,1,0,Champion left,Make,ws_023127,,2026-07-13
006O0002273,Ternpoint - New Business,001A005869,New Business,Inbound,005A0004,2026-02-04,2026-04-25,Closed Won,Closed,21600.00,GBP,1,1,,,ws_009658,,2026-05-04
006O0002274,Solvlabs - New Business,001A008023,New Business,Inbound,005A0010,2026-02-04,2026-04-22,Closed Lost,Omitted,16300.00,EUR,1,0,Security / compliance review,,ws_012142,,2026-05-01
006O0002275,Cobalmark - New Business,001A008759,New Business,Inbound,005A0002,2026-02-04,2026-02-28,Closed Lost,Omitted,28800.00,EUR,1,0,No decision / status quo,,ws_015517,,2026-03-05
006O0002276,Mosamark - New Business,001A002908,New Business,Inbound,005A0015,2026-02-04,2026-04-22,Closed Lost,Omitted,8100.00,USD,1,0,Chose self-hosted Community edition,,ws_016237,,2026-04-26
006O0002277,Granlogic - New Business,001A003603,New Business,Marketing (MQL),005A0005,2026-02-04,2026-04-17,Closed Lost,Omitted,11200.00,GBP,1,0,Competitor - Zapier,,,,2026-04-19
006O0002278,Fjeltech - New Business,001A007732,New Business,Product-led (PQL),005A0009,2026-02-05,2026-05-01,Closed Won,Closed,52700.00,EUR,1,1,,,ws_020484,,2026-05-06
006O0002279,Ciravik - New Business,001A004836,New Business,Product-led (PQL),005A0002,2026-02-05,2026-03-15,Closed Won,Closed,21800.00,EUR,1,1,,,ws_022072,,2026-03-22
006O0002280,Koramark - New Business,001A003793,New Business,Product-led (PQL),005A0017,2026-02-06,2026-03-15,Closed Won,Closed,19200.00,EUR,1,1,,,ws_013716,,2026-03-16
006O0002281,Yaravik - New Business,001A002533,New Business,Product-led (PQL),005A0017,2026-02-06,2026-04-29,Closed Lost,Omitted,25000.00,EUR,1,0,Competitor - Power Automate,Custom scripts,ws_016874,,2026-05-02
006O0002282,Lyrapoint - New Business,001A005998,New Business,Product-led (PQL),005A0023,2026-02-06,2026-03-23,Closed Won,Closed,38500.00,USD,1,1,,,ws_007822,,2026-03-31
006O0002283,Kestworks - New Business,001A001843,New Business,Inbound,005A0015,2026-02-06,2026-05-27,Closed Lost,Omitted,50100.00,USD,1,0,Security / compliance review,Workato,ws_013323,,2026-06-05
006O0002284,Fjelflow - New Business,001A005524,New Business,Product-led (PQL),005A0005,2026-02-07,2026-09-19,Closed Lost,Omitted,18000.00,GBP,1,0,Competitor - Zapier,,ws_000671,,2026-09-21
006O0002285,Verasys - New Business,001A002105,New Business,Product-led (PQL),005A0023,2026-02-07,2026-04-16,Closed Won,Closed,36000.00,USD,1,1,,,ws_008587,,2026-04-26
006O0002286,Brammark - New Business,001A007022,New Business,,005A0009,2026-02-07,2026-04-11,Closed Won,Closed,25100.00,EUR,1,1,,,ws_017775,,2026-04-21
006O0002287,Vextech - New Business,001A007047,New Business,Product-led (PQL),005A0009,2026-02-08,2026-10-30,4 - Proposal,Commit,32600.00,EUR,0,0,,,ws_007448,Tech validation call,2026-09-21
006O0002288,Verasys - New Business,001A007810,New Business,Product-led (PQL),005A0024,2026-02-08,2026-04-20,Closed Lost,Omitted,34400.00,EUR,1,0,No decision / status quo,,ws_011879,,2026-04-21
006O0002289,Junocore - New Business,001A007086,New Business,Product-led (PQL),005A0014,2026-02-08,2026-06-18,Closed Lost,Omitted,23200.00,USD,1,0,No decision / status quo,Zapier,ws_018325,,2026-06-27
006O0002290,Yarapath - New Business,001A004955,New Business,Inbound,005A0005,2026-02-08,2026-05-25,Closed Lost,Omitted,29400.00,GBP,1,0,Other,Power Automate,ws_016400,,2026-06-03
006O0002291,Strapoint - New Business,001A006102,New Business,Marketing (MQL),005A0014,2026-02-08,2026-06-09,Closed Lost,Omitted,8200.00,USD,1,0,,,,,2026-06-15
006O0002292,Vexstack - New Business,001A006649,New Business,Marketing (MQL),005A0009,2026-02-08,2026-05-11,Closed Won,Closed,52800.00,EUR,1,1,,,,,2026-05-21
006O0002293,Ternwave - New Business,001A002180,New Business,Product-led (PQL),005A0014,2026-02-09,2026-05-05,Closed Lost,Omitted,17800.00,USD,1,0,Timing,,ws_003695,,2026-05-12
006O0002294,Nexastack - New Business,001A002671,New Business,Product-led (PQL),005A0009,2026-02-09,2026-04-19,Closed Won,Closed,21100.00,EUR,1,1,,,ws_004098,,2026-04-23
006O0002295,Yaramark - New Business,001A004578,New Business,Product-led (PQL),005A0006,2026-02-09,2026-03-28,Closed Won,Closed,15700.00,EUR,1,1,,,ws_010572,,2026-04-06
006O0002296,Nordware - New Business,001A000238,New Business,Product-led (PQL),005A0002,2026-02-09,2026-03-12,Closed Won,Closed,14100.00,EUR,1,1,,Zapier,ws_012379,,2026-03-21
006O0002297,Mosanet - New Business,001A003110,New Business,Product-led (PQL),005A0004,2026-02-09,2026-09-01,Closed Lost,Omitted,82300.00,EUR,1,0,Timing,,ws_013305,,2026-09-02
006O0002298,Quartech - New Business,001A004239,New Business,Product-led (PQL),005A0014,2026-02-09,2026-03-07,Closed Won,Closed,11800.00,USD,1,1,,Custom scripts,ws_020036,,2026-03-15
006O0002299,Valisys - New Business,001A007295,New Business,Inbound,005A0015,2026-02-09,2026-05-05,Closed Lost,Omitted,36600.00,USD,1,0,No decision / status quo,,ws_014450,,2026-05-07
006O0002300,Lumobridge - New Business,001A001745,New Business,Inbound,005A0023,2026-02-09,2026-04-23,Closed Won,Closed,21000.00,USD,1,1,,,ws_017017,,2026-04-27
006O0002301,Miracore - New Business,001A005625,New Business,Marketing (MQL),005A0023,2026-02-09,2026-06-28,Closed Lost,Omitted,28600.00,USD,1,0,Chose self-hosted Community edition,,,,2026-07-01
006O0002302,Asterstack - New Business,001A008655,New Business,Product-led (PQL),005A0005,2026-02-10,2026-02-24,Closed Lost,Omitted,21200.00,GBP,1,0,Other,Tray.io,ws_013381,,2026-03-01
006O0002303,Altolabs - New Business,001A006946,New Business,Product-led (PQL),005A0014,2026-02-10,2026-03-04,Closed Lost,Omitted,12900.00,USD,1,0,Champion left,,ws_016605,,2026-03-05
006O0002304,Coballogic - New Business,001A003772,New Business,Product-led (PQL),005A0023,2026-02-10,2026-03-21,Closed Lost,Omitted,33000.00,USD,1,0,,,ws_017092,,2026-03-27
006O0002305,Boreanet - New Business,001A008994,New Business,Product-led (PQL),005A0009,2026-02-10,2026-04-29,Closed Lost,Omitted,100100.00,EUR,1,0,No decision / status quo,Make,ws_017164,,2026-04-30
006O0002306,Orionet - New Business,001A000451,New Business,Product-led (PQL),005A0016,2026-02-10,2026-03-01,Closed Lost,Omitted,61300.00,USD,1,0,Price / budget,,ws_020009,,2026-03-05
006O0002307,Xenodata - New Business,001A008251,New Business,Marketing (MQL),005A0002,2026-02-10,2026-03-24,Closed Won,Closed,5600.00,EUR,1,1,,,,,2026-03-28
006O0002308,Sellastack - New Business,001A003973,New Business,Product-led (PQL),005A0005,2026-02-11,2026-04-27,Closed Lost,Omitted,16900.00,GBP,1,0,Unresponsive,Power Automate,ws_005715,,2026-04-28
006O0002309,Koratech - New Business,001A004978,New Business,Product-led (PQL),005A0023,2026-02-11,2026-08-23,Closed Lost,Omitted,24300.00,USD,1,0,Competitor - Zapier,,ws_012081,,2026-08-29
006O0002310,Xenolabs - New Business,001A006122,New Business,Product-led (PQL),005A0023,2026-02-11,2026-03-21,Closed Won,Closed,108200.00,USD,1,1,,,ws_016332,,2026-03-28
006O0002311,Ternlogic - New Business,001A006778,New Business,Inbound,005A0010,2026-02-11,2026-04-08,Closed Lost,Omitted,14600.00,EUR,1,0,,Power Automate,ws_012601,,2026-04-16
006O0002312,Ivenvik - New Business,001A001184,New Business,Product-led (PQL),005A0002,2026-02-12,2026-06-28,Closed Lost,Omitted,11800.00,EUR,1,0,,,ws_010923,,2026-06-29
006O0002313,Halomark - New Business,001A002140,New Business,Product-led (PQL),005A0015,2026-02-12,2026-03-26,Closed Lost,Omitted,19000.00,USD,1,0,Timing,Zapier,ws_019490,,2026-03-27
006O0002314,Vexdata - New Business,001A008925,New Business,Product-led (PQL),005A0006,2026-02-12,2026-06-07,Closed Lost,Omitted,66900.00,EUR,1,0,Competitor - Zapier,,ws_000382,,2026-06-10
006O0002315,Lyratech - New Business,001A002738,New Business,Product-led (PQL),005A0014,2026-02-12,2026-03-06,Closed Won,Closed,32800.00,USD,1,1,,Zapier,ws_005297,,2026-03-16
006O0002316,Quarbridge - New Business,001A003835,New Business,Inbound,005A0010,2026-02-12,2026-05-03,Closed Lost,Omitted,12800.00,EUR,1,0,Competitor - Power Automate,,ws_009310,,2026-05-10
006O0002317,Solvfield - New Business,001A003018,New Business,Outbound,005A0009,2026-02-12,2026-03-10,Closed Lost,Omitted,52700.00,EUR,1,0,Price / budget,,,,2026-03-13
006O0002318,Granmark - New Business,001A002694,New Business,Product-led (PQL),005A0016,2026-02-13,2026-04-25,Closed Lost,Omitted,12700.00,USD,1,0,Competitor - Workato,Workato,ws_022921,,2026-05-01
006O0002319,Opalcore - New Business,001A004443,New Business,Marketing (MQL),005A0015,2026-02-13,2026-03-08,Closed Lost,Omitted,45300.00,USD,1,0,Competitor - Power Automate,,,,2026-03-17
006O0002320,Opalmark - New Business,001A001435,New Business,Product-led (PQL),005A0015,2026-02-14,2026-04-04,Closed Lost,Omitted,7900.00,USD,1,0,Competitor - Zapier,,ws_005131,,2026-04-06
006O0002321,Sellaware - New Business,001A006206,New Business,Product-led (PQL),005A0008,2026-02-14,2026-03-02,Closed Lost,Omitted,8300.00,EUR,1,0,Chose self-hosted Community edition,,ws_013273,,2026-03-04
006O0002322,Cobalnet - New Business,001D000041,New Business,Product-led (PQL),005A0015,2026-02-15,2026-04-03,Closed Lost,Omitted,11000.00,USD,1,0,Competitor - Zapier,,ws_005247,,2026-04-11
006O0002323,Deltacore - New Business,001A007393,New Business,Inbound,005A0023,2026-02-15,2026-03-05,Closed Lost,Omitted,,USD,1,0,Champion left,,ws_019986,,2026-03-09
006O0002324,Coballogic - New Business,001A006076,New Business,Product-led (PQL),005A0018,2026-02-16,2026-05-02,Closed Won,Closed,46600.00,USD,1,1,,,ws_015375,,2026-05-10
006O0002325,Halocore - New Business,001A008431,New Business,Product-led (PQL),005A0017,2026-02-16,2026-07-17,Closed Lost,Omitted,37900.00,EUR,1,0,Competitor - Make,Custom scripts,ws_018573,,2026-07-26
006O0002326,Lumopath - New Business,001A003642,New Business,Product-led (PQL),005A0023,2026-02-16,2026-04-02,Closed Won,Closed,78600.00,USD,1,1,,,ws_023619,,2026-04-06
006O0002327,Ciranet - New Business,001A001823,New Business,Partner,005A0014,2026-02-16,2026-04-07,Closed Won,Closed,33600.00,USD,1,1,,,,,2026-04-08
006O0002328,Briopath - New Business,001A007175,New Business,Product-led (PQL),005A0002,2026-02-17,2026-03-14,Closed Won,Closed,18900.00,EUR,1,1,,,ws_023788,,2026-03-24
006O0002329,Ternworks - New Business,001A000237,New Business,Inbound,005A0014,2026-02-17,2026-04-09,Closed Won,Closed,11600.00,USD,1,1,,,ws_022478,,2026-04-09
006O0002330,Talasys - New Business,001A001618,New Business,Marketing (MQL),005A0015,2026-02-17,2026-03-24,Closed Lost,Omitted,53200.00,USD,1,0,Chose self-hosted Community edition,Make,,,2026-04-01
006O0002331,Bramdata - New Business,001A006451,New Business,Partner,005A0005,2026-02-17,2026-03-27,Closed Lost,Omitted,21400.00,GBP,1,0,Chose self-hosted Community edition,,,,2026-03-30
006O0002332,Quarlabs - New Business,001A000344,New Business,Product-led (PQL),005A0014,2026-02-18,2026-04-15,Closed Lost,Omitted,15800.00,USD,1,0,Chose self-hosted Community edition,,ws_004269,,2026-04-23
006O0002333,Halodata - New Business,001A007770,New Business,Product-led (PQL),005A0000,2026-02-18,2026-06-28,Closed Won,Closed,152800.00,EUR,1,1,,,ws_014198,,2026-07-06
006O0002334,Lyraworks - New Business,001A004182,New Business,Product-led (PQL),005A0014,2026-02-18,2026-03-11,Closed Won,Closed,0.00,USD,1,1,,,ws_013439,,2026-03-16
006O0002335,Talaware - New Business,001A005568,New Business,Marketing (MQL),005A0017,2026-02-18,2026-05-16,Closed Lost,Omitted,52000.00,EUR,1,0,,,,,2026-05-19
006O0002336,Talaworks - New Business,001A006731,New Business,Marketing (MQL),005A0008,2026-02-18,2026-06-22,Closed Lost,Omitted,7800.00,EUR,1,0,Competitor - Power Automate,Tray.io,,,2026-06-24
006O0002337,Deltaware - New Business,001A005392,New Business,Product-led (PQL),005A0015,2026-02-19,2026-04-05,Closed Won,Closed,20300.00,USD,1,1,,,ws_001133,,2026-04-08
006O0002338,Fjelsys - New Business,001A002211,New Business,Product-led (PQL),005A0010,2026-02-19,2026-03-24,Closed Won,Closed,16200.00,EUR,1,1,,,ws_001806,,2026-03-26
006O0002339,Altogrid - New Business,001A008286,New Business,Product-led (PQL),005A0006,2026-02-19,2026-05-13,Closed Lost,Omitted,18400.00,EUR,1,0,Other,Make,ws_008794,,2026-05-20
006O0002340,Lumomark - New Business,001A003504,New Business,Product-led (PQL),005A0001,2026-02-19,2026-09-25,4 - Proposal,Best Case,14000.00,USD,0,0,,,ws_015929,,2026-09-21
006O0002341,Evologic - New Business,001A002359,New Business,Product-led (PQL),005A0024,2026-02-19,2026-07-24,Closed Lost,Omitted,13800.00,EUR,1,0,No decision / status quo,,ws_019142,,2026-07-25
006O0002342,Deltalabs - New Business,001D000067,New Business,Product-led (PQL),005A0010,2026-02-19,2026-04-05,Closed Lost,Omitted,13100.00,EUR,1,0,Competitor - Power Automate,,ws_002031,,2026-04-15
006O0002343,Fjelcore - New Business,001A001027,New Business,Product-led (PQL),005A0008,2026-02-19,2026-03-26,Closed Lost,Omitted,7500.00,EUR,1,0,Chose self-hosted Community edition,,ws_008693,,2026-04-05
006O0002344,Zephmark - New Business,001A006210,New Business,Product-led (PQL),005A0017,2026-02-19,2026-04-10,Closed Lost,Omitted,68800.00,EUR,1,0,Competitor - Zapier,,ws_013973,,2026-04-19
006O0002345,Validata - New Business,001A004139,New Business,Product-led (PQL),005A0023,2026-02-19,2026-05-26,Closed Lost,Omitted,21000.00,USD,1,0,Competitor - Power Automate,,ws_022237,,2026-06-02
006O0002346,Taladata - New Business,001A008790,New Business,Product-led (PQL),005A0016,2026-02-19,2026-03-28,Closed Won,Closed,9100.00,USD,1,1,,Zapier,ws_023331,,2026-04-01
006O0002347,Granpoint - New Business,001A008407,New Business,Inbound,005A0014,2026-02-19,2026-05-05,Closed Lost,Omitted,6900.00,USD,1,0,Unresponsive,,ws_002327,,2026-05-09
006O0002348,Koraworks - New Business,001A003588,New Business,Product-led (PQL),005A0018,2026-02-20,2026-03-31,Closed Lost,Omitted,43400.00,USD,1,0,Unresponsive,,ws_006940,,2026-04-02
006O0002349,Ivenlogic - New Business,001A001322,New Business,Product-led (PQL),005A0024,2026-02-20,2026-07-11,Closed Lost,Omitted,8100.00,EUR,1,0,Timing,Make,ws_013791,,2026-07-19
006O0002350,Granbridge - New Business,001A005801,New Business,Product-led (PQL),005A0023,2026-02-20,2026-04-26,Closed Lost,Omitted,13400.00,USD,1,0,Chose self-hosted Community edition,,ws_013901,,2026-04-27
006O0002351,Altovik - New Business,001A001320,New Business,Marketing (MQL),005A0007,2026-02-20,2026-05-10,Closed Lost,Omitted,183100.00,EUR,1,0,Competitor - Power Automate,Power Automate,,,2026-05-11
006O0002352,Zephsys - New Business,001A002087,New Business,Marketing (MQL),005A0009,2026-02-20,2026-04-07,Closed Lost,Omitted,34200.00,EUR,1,0,Competitor - Make,,,,2026-04-15
006O0002353,Veralogic - New Business,001A008195,New Business,Product-led (PQL),005A0008,2026-02-21,2026-05-04,Closed Lost,Omitted,20200.00,EUR,1,0,Price / budget,,ws_019941,,2026-05-11
006O0002354,Junotech - New Business,001A001108,New Business,Product-led (PQL),005A0015,2026-02-21,2026-04-02,Closed Won,Closed,12500.00,USD,1,1,,,ws_004055,,2026-04-11
006O0002355,Solvworks - New Business,001A004019,New Business,Product-led (PQL),005A0014,2026-02-21,2026-03-14,Closed Won,Closed,9700.00,USD,1,1,,,ws_004747,,2026-03-17
006O0002356,Boreawave - New Business,001A007034,New Business,Product-led (PQL),005A0024,2026-02-21,2026-04-04,Closed Lost,Omitted,6200.00,EUR,1,0,Competitor - Make,Make,ws_007043,,2026-04-05
006O0002357,Runesys - New Business,001A003816,New Business,Inbound,005A0010,2026-02-21,2026-04-07,Closed Lost,Omitted,13000.00,EUR,1,0,,Make,ws_022413,,2026-04-15
006O0002358,Xenopath - New Business,001A008818,New Business,Outbound,005A0018,2026-02-21,2026-05-12,Closed Won,Closed,40500.00,USD,1,1,,Make,,,2026-05-17
006O0002359,Lumocore - New Business,001A004321,New Business,Product-led (PQL),005A0006,2026-02-22,2026-05-04,Closed Lost,Omitted,43800.00,EUR,1,0,No decision / status quo,,ws_006021,,2026-05-05
006O0002360,Runenet - New Business,001A008230,New Business,Product-led (PQL),005A0020,2026-02-23,2026-04-08,Closed Won,Closed,37500.00,GBP,1,1,,,ws_022203,,2026-04-16
006O0002361,Opalflow - New Business,001A006362,New Business,Product-led (PQL),005A0006,2026-02-23,2026-06-20,Closed Lost,Omitted,48900.00,EUR,1,0,,,ws_004906,,2026-06-30
006O0002362,Koraworks - New Business,001A008742,New Business,Product-led (PQL),005A0017,2026-02-23,2026-08-07,Closed Lost,Omitted,32600.00,EUR,1,0,Price / budget,,ws_005306,,2026-08-13
006O0002363,Granlabs - New Business,001A007680,New Business,Product-led (PQL),005A0015,2026-02-23,2026-05-02,Closed Won,Closed,23500.00,USD,1,1,,,ws_007160,,2026-05-11
006O0002364,Verasys - New Business,001A005730,New Business,,005A0003,2026-02-23,2026-04-27,Closed Won,Closed,230000.00,GBP,1,1,,,ws_018282,,2026-04-29
006O0002365,Lyrawave - New Business,001A007547,New Business,Marketing (MQL),005A0017,2026-02-23,2026-08-04,Closed Lost,Omitted,46800.00,EUR,1,0,Price / budget,,,,2026-08-09
006O0002366,Kestmark - New Business,001A004299,New Business,Product-led (PQL),005A0018,2026-02-24,2026-06-19,Closed Lost,Omitted,77700.00,USD,1,0,Champion left,,ws_009505,,2026-06-23
006O0002367,Altopath - New Business,001A004275,New Business,Product-led (PQL),005A0024,2026-02-24,2026-04-17,Closed Lost,Omitted,11800.00,EUR,1,0,Chose self-hosted Community edition,Make,ws_006607,,2026-04-19
006O0002368,Opalcore - New Business,001A000294,New Business,Product-led (PQL),005A0014,2026-02-24,2026-05-31,Closed Lost,Omitted,12300.00,USD,1,0,Unresponsive,,ws_014718,,2026-06-08
006O0002369,Junoworks - New Business,001A006885,New Business,Marketing (MQL),005A0015,2026-02-24,2026-04-28,Closed Lost,Omitted,15200.00,USD,1,0,Unresponsive,,,,2026-05-01
006O0002370,Straworks - New Business,001A002072,New Business,Product-led (PQL),005A0005,2026-02-25,2026-03-23,Closed Won,Closed,9000.00,GBP,1,1,,Power Automate,ws_004390,,2026-03-31
006O0002371,Cobalcore - New Business,001A003870,New Business,Product-led (PQL),005A0006,2026-02-25,2026-04-23,Closed Won,Closed,71600.00,EUR,1,1,,,ws_011205,,2026-04-27
006O0002372,Piracore - New Business,001A005581,New Business,Product-led (PQL),005A0007,2026-02-25,2026-06-23,Closed Won,Closed,211000.00,EUR,1,1,,Zapier,ws_015213,,2026-07-03
006O0002373,Ivenstack - New Business,001A006843,New Business,Inbound,005A0009,2026-02-25,2026-05-10,Closed Lost,Omitted,41300.00,EUR,1,0,Competitor - Workato,,ws_004020,,2026-05-11
006O0002374,Lyrapath - New Business,001A008403,New Business,Inbound,005A0018,2026-02-25,2026-05-19,Closed Lost,Omitted,0.00,USD,1,0,Competitor - Make,,ws_005237,,2026-05-27
006O0002375,Ternnet - New Business,001A006345,New Business,Product-led (PQL),005A0018,2026-02-26,2026-08-28,Closed Lost,Omitted,33500.00,USD,1,0,,,ws_000840,,2026-09-07
006O0002376,Fjelsys - New Business,001A002544,New Business,Product-led (PQL),005A0008,2026-02-26,2026-03-30,Closed Won,Closed,17000.00,EUR,1,1,,,ws_013958,,2026-04-02
006O0002377,Piratech - New Business,001A002542,New Business,Product-led (PQL),005A0009,2026-02-26,2026-06-23,Closed Lost,Omitted,26800.00,EUR,1,0,Competitor - Power Automate,,ws_017662,,2026-06-24
006O0002378,Xenologic - New Business,001A007892,New Business,Product-led (PQL),005A0017,2026-02-27,2026-07-11,Closed Lost,Omitted,,EUR,1,0,Competitor - Workato,,ws_013136,,2026-07-14
006O0002379,Umbradata - New Business,001A008139,New Business,Product-led (PQL),005A0010,2026-02-27,2026-06-28,Closed Lost,Omitted,30300.00,EUR,1,0,Other,,ws_020655,,2026-06-29
006O0002380,Valivik - New Business,001A007460,New Business,Marketing (MQL),005A0007,2026-02-27,2026-07-28,Closed Lost,Omitted,85600.00,EUR,1,0,Champion left,Zapier,,,2026-07-29
006O0002381,Runegrid - New Business,001A000432,New Business,Product-led (PQL),005A0014,2026-02-28,2026-06-13,Closed Lost,Omitted,5200.00,USD,1,0,Other,,ws_005002,,2026-06-21
006O0002382,Valipath - New Business,001A002752,New Business,Product-led (PQL),005A0023,2026-02-28,2026-06-23,Closed Lost,Omitted,58400.00,USD,1,0,Other,,ws_006935,,2026-06-28
006O0002383,Fjeltech - New Business,001A004215,New Business,Product-led (PQL),005A0017,2026-02-28,2026-05-16,Closed Lost,Omitted,45300.00,EUR,1,0,Competitor - Make,Make,ws_006949,,2026-05-19
006O0002384,Umbranet - New Business,001A003516,New Business,Product-led (PQL),005A0014,2026-02-28,2026-04-14,Closed Lost,Omitted,26900.00,USD,1,0,Other,,ws_007730,,2026-04-18
006O0002385,Veranet - New Business,001A002707,New Business,Product-led (PQL),005A0005,2026-02-28,2026-04-10,Closed Won,Closed,16200.00,GBP,1,1,,Make,ws_008345,,2026-04-13
006O0002386,Halodata - New Business,001A006188,New Business,Product-led (PQL),005A0014,2026-02-28,2026-05-16,Closed Lost,Omitted,8200.00,USD,1,0,Timing,,ws_017379,,2026-05-24
006O0002387,Briovik - New Business,001A004339,New Business,Product-led (PQL),005A0014,2026-02-28,2026-03-25,Closed Lost,Omitted,15100.00,USD,1,0,Competitor - Zapier,,ws_023807,,2026-04-04
006O0002388,Koralabs - New Business,001A004217,New Business,Inbound,005A0024,2026-02-28,2026-04-15,Closed Lost,Omitted,78500.00,EUR,1,0,Unresponsive,,ws_009872,,2026-04-17
006O0002389,Haloworks - New Business,001A006272,New Business,Inbound,005A0014,2026-02-28,2026-04-01,Closed Won,Closed,10900.00,USD,1,1,,,ws_017962,,2026-04-02
006O0002390,Ternstack - New Business,001A006100,New Business,Product-led (PQL),005A0007,2026-03-01,2026-05-20,Closed Lost,Omitted,172000.00,EUR,1,0,Missing feature / integration,Zapier,ws_021268,,2026-05-24
006O0002391,Miralogic - New Business,001A007615,New Business,Product-led (PQL),005A0018,2026-03-01,2026-03-26,Closed Won,Closed,29300.00,USD,1,1,,Zapier,ws_021701,,2026-03-31
006O0002392,Fjelfield - New Business,001A002229,New Business,Inbound,005A0023,2026-03-01,2026-05-27,Closed Lost,Omitted,63400.00,USD,1,0,Unresponsive,,ws_013261,,2026-06-05
006O0002393,Vexlabs - New Business,001A003207,New Business,Marketing (MQL),005A0017,2026-03-01,2026-07-09,Closed Lost,Omitted,41200.00,EUR,1,0,Competitor - Power Automate,,,,2026-07-17
006O0002394,Koratech - New Business,001A001342,New Business,Marketing (MQL),005A0006,2026-03-01,2026-05-28,Closed Won,Closed,49400.00,EUR,1,1,,Zapier,,,2026-06-01
006O0002395,Lyraworks - New Business,001A007273,New Business,Product-led (PQL),005A0005,2026-03-02,2026-04-06,Closed Won,Closed,41100.00,GBP,1,1,,Power Automate,ws_005512,,2026-04-14
006O0002396,Astervik - New Business,001A000110,New Business,Product-led (PQL),005A0011,2026-03-02,2026-04-27,Closed Lost,Omitted,129800.00,EUR,1,0,Missing feature / integration,,ws_015954,,2026-05-04
006O0002397,Lumoware - New Business,001A008954,New Business,Product-led (PQL),005A0007,2026-03-02,2026-08-28,Closed Lost,Omitted,144600.00,EUR,1,0,Security / compliance review,,ws_017548,,2026-08-30
006O0002398,Asterstack - New Business,001A004128,New Business,Product-led (PQL),005A0014,2026-03-02,2026-03-29,Closed Won,Closed,19400.00,USD,1,1,,Make,ws_019732,,2026-03-31
006O0002399,Nordvik - New Business,001A004779,New Business,Marketing (MQL),005A0023,2026-03-02,2026-05-12,Closed Lost,Omitted,90900.00,USD,1,0,,Zapier,,,2026-05-18
006O0002400,Quarsys - New Business,001A003279,New Business,Marketing (MQL),005A0000,2026-03-02,2026-04-24,Closed Lost,Omitted,105900.00,EUR,1,0,,,,,2026-05-01
006O0002401,Valisys - New Business,001D000046,New Business,Product-led (PQL),005A0015,2026-03-03,2026-04-20,Closed Won,Closed,94900.00,USD,1,1,,,ws_001740,,2026-04-29
006O0002402,Runeline - New Business,001A004331,New Business,Product-led (PQL),005A0015,2026-03-03,2026-04-12,Closed Lost,Omitted,18900.00,USD,1,0,Chose self-hosted Community edition,Power Automate,ws_019540,,2026-04-13
006O0002403,Lyracore - New Business,001A005974,New Business,Product-led (PQL),005A0015,2026-03-03,2026-06-25,Closed Lost,Omitted,25600.00,USD,1,0,Chose self-hosted Community edition,Make,ws_023151,,2026-07-01
006O0002404,Stramark - New Business,001A003020,New Business,Inbound,005A0007,2026-03-03,2026-06-02,Closed Lost,Omitted,377900.00,EUR,1,0,Missing feature / integration,Power Automate,ws_022788,,2026-06-05
006O0002405,Coballabs - New Business,001A003201,New Business,Product-led (PQL),005A0015,2026-03-04,2026-04-17,Closed Lost,Omitted,22800.00,USD,1,0,Missing feature / integration,,ws_004162,,2026-04-21
006O0002406,Kestmark - New Business,001A003260,New Business,Product-led (PQL),005A0024,2026-03-04,2026-04-03,Closed Won,Closed,12800.00,EUR,1,1,,Power Automate,ws_014302,,2026-04-12
006O0002407,Strabridge - New Business,001A006978,New Business,Product-led (PQL),005A0014,2026-03-04,2026-04-08,Closed Won,Closed,17000.00,USD,1,1,,,ws_016741,,2026-04-15
006O0002408,Lumotech - New Business,001A008338,New Business,Product-led (PQL),005A0006,2026-03-04,2026-08-26,Closed Lost,Omitted,66400.00,EUR,1,0,Other,,ws_020486,,2026-09-01
006O0002409,Fjelsys - New Business,001A002186,New Business,Product-led (PQL),005A0023,2026-03-04,2026-04-25,Closed Lost,Omitted,128100.00,USD,1,0,Chose self-hosted Community edition,,ws_022063,,2026-04-30
006O0002410,Brampoint - New Business,001A004297,New Business,Inbound,005A0018,2026-03-04,2026-04-06,Closed Won,Closed,79700.00,USD,1,1,,Power Automate,ws_007515,,2026-04-15
