month,workspace_id,plan,executions,active_workflows,active_users,ai_node_executions,distinct_integrations_used,failed_execution_rate,self_serve_mrr_eur
2025-12-01,ws_016415,Community (free),,,,,,,0.00
2025-12-01,ws_016418,Community (free),92,5,2,16,1,0.0473,0.00
2025-12-01,ws_016419,Pro,1392,17,1,760,3,0.0120,60.00
2025-12-01,ws_016421,Starter,104,4,2,40,2,0.0128,24.00
2025-12-01,ws_016422,Starter,692,13,6,235,4,0.0155,24.00
2025-12-01,ws_016429,Starter,54,6,4,20,3,0.0289,24.00
2025-12-01,ws_016433,Enterprise,10742,44,2,3275,7,0.1215,0.00
2025-12-01,ws_016434,Starter,416,11,4,146,4,0.0739,24.00
2025-12-01,ws_016436,Starter,7034,35,4,3191,5,0.0346,24.00
2025-12-01,ws_016437,Community (free),,,,,,,0.00
2025-12-01,ws_016440,Community (free),1255,20,3,611,4,0.1105,0.00
2025-12-01,ws_016441,Pro,4078,30,4,1758,7,0.0728,60.00
2025-12-01,ws_016443,Community (free),,,,,,,0.00
2025-12-01,ws_016444,Community (free),1293,21,3,681,5,0.0164,0.00
2025-12-01,ws_016454,Pro,2259,23,4,1146,3,0.0185,60.00
2025-12-01,ws_016456,Starter,74,4,3,26,3,0.0052,24.00
2025-12-01,ws_016471,Community (free),,,,,,,0.00
2025-12-01,ws_016472,Business,60793,89,8,32287,10,0.0022,800.00
2025-12-01,ws_016476,Starter,126,8,1,25,2,0.0786,24.00
2025-12-01,ws_016478,Starter,2300,20,6,889,5,0.0270,24.00
2025-12-01,ws_016484,Starter,4933,32,2,1872,7,0.0983,24.00
2025-12-01,ws_016485,Starter,873,15,1,287,3,0.0213,24.00
2025-12-01,ws_016487,Starter,1980,22,6,898,5,0.0027,24.00
2025-12-01,ws_016488,Starter,1224,18,5,491,3,0.0311,24.00
2025-12-01,ws_016493,Enterprise,2831,23,4,1539,4,0.0304,0.00
2025-12-01,ws_016494,Starter,2003,23,4,791,5,0.0694,24.00
2025-12-01,ws_016496,Pro,1081,17,4,275,4,0.0885,60.00
2025-12-01,ws_016497,Starter,1452,20,3,631,6,0.0175,24.00
2025-12-01,ws_016498,Pro,3138,25,4,1055,5,0.0078,60.00
2025-12-01,ws_016499,Community (free),773,15,3,363,4,0.1143,0.00
2025-12-01,ws_016500,Community (free),2327,20,1,874,5,0.1057,0.00
2025-12-01,ws_016501,Community (free),529,14,1,167,3,0.0193,0.00
2025-12-01,ws_016502,Community (free),271,8,3,107,1,0.0126,0.00
2025-12-01,ws_016503,Starter,234,6,3,111,3,0.0425,24.00
2025-12-01,ws_016506,Enterprise,1473,19,3,711,4,0.0402,0.00
2025-12-01,ws_016507,Enterprise,5169,32,4,2405,6,0.0805,0.00
2025-12-01,ws_016508,Community (free),,,,,,,0.00
2025-12-01,ws_016510,Community (free),65,4,5,25,2,0.0289,0.00
2025-12-01,ws_016512,Starter,2168,23,2,920,5,0.0377,24.00
2025-12-01,ws_016514,Enterprise,14438,49,8,7005,8,0.1512,0.00
2025-12-01,ws_016519,Starter,202,8,3,58,3,0.0865,24.00
2025-12-01,ws_016520,Community (free),,,,,,,0.00
2025-12-01,ws_016521,Community (free),4043,29,1,2235,5,0.0171,0.00
2025-12-01,ws_016524,Community (free),357,11,3,155,3,0.0179,0.00
2025-12-01,ws_016530,Enterprise,2119,23,4,1120,5,0.1185,0.00
2025-12-01,ws_016531,Starter,83,4,1,27,3,0.0088,24.00
2025-12-01,ws_016532,Business,18749,55,9,10481,9,0.0749,800.00
2025-12-01,ws_016536,Community (free),3072,27,9,1481,6,0.0098,0.00
2025-12-01,ws_016541,Starter,2119,22,4,1067,5,0.0120,24.00
2025-12-01,ws_016542,Community (free),80,5,2,39,1,0.0664,0.00
2025-12-01,ws_016547,Enterprise,2065,21,6,1230,5,0.0129,0.00
2025-12-01,ws_016549,Enterprise,,,,,,,0.00
2025-12-01,ws_016550,Starter,428,11,6,187,2,0.0738,24.00
2025-12-01,ws_016551,Starter,846,17,4,446,3,0.0094,24.00
2025-12-01,ws_016553,Community (free),362,13,2,122,2,0.0094,0.00
2025-12-01,ws_016556,Enterprise,9275,44,5,4529,7,0.0639,0.00
2025-12-01,ws_016561,Pro,8183,41,2,5629,7,0.0596,60.00
2025-12-01,ws_016562,Business (self-hosted),1013,17,4,363,5,0.1705,0.00
2025-12-01,ws_016566,Enterprise,1373,19,2,601,3,0.0698,0.00
2025-12-01,ws_016567,Community (free),12096,46,3,5029,5,0.0171,0.00
2025-12-01,ws_016569,Enterprise,2760,25,7,1313,5,0.1261,0.00
2025-12-01,ws_016574,Starter,262,8,2,80,3,0.0502,24.00
2025-12-01,ws_016575,Starter,211,8,4,79,3,0.0080,24.00
2025-12-01,ws_016576,Pro,5339,30,4,2695,5,0.0341,60.00
2025-12-01,ws_016578,Business (self-hosted),605,15,1,227,4,0.0395,0.00
2025-12-01,ws_016580,Community (free),1580,17,4,702,4,0.0514,0.00
2025-12-01,ws_016581,Starter,451,12,2,145,3,0.0549,24.00
2025-12-01,ws_016585,Starter,262,9,1,114,2,0.0910,24.00
2025-12-01,ws_016586,Enterprise,279,7,1,110,1,0.1607,0.00
2025-12-01,ws_016590,Business (self-hosted),331,7,5,160,3,0.0014,0.00
2025-12-01,ws_016591,Starter,2085,21,2,741,5,0.0119,24.00
2025-12-01,ws_016593,Pro,7999,39,2,4189,6,0.0617,60.00
2025-12-01,ws_016594,Community (free),3059,28,3,1253,5,0.0401,0.00
2025-12-01,ws_016595,Starter,2193,23,2,816,5,0.0451,24.00
2025-12-01,ws_016597,Business (self-hosted),990,19,2,571,5,0.0956,0.00
2025-12-01,ws_016600,Starter,1298,19,5,490,6,0.0307,24.00
2025-12-01,ws_016604,Starter,421,13,5,196,2,0.0417,24.00
2025-12-01,ws_016605,Starter,87,4,4,48,1,0.1378,24.00
2025-12-01,ws_016607,Business (self-hosted),444,10,2,105,3,0.0562,0.00
2025-12-01,ws_016608,Starter,1485,19,4,520,4,0.0429,24.00
2025-12-01,ws_016609,Starter,1360,19,1,610,3,0.1190,24.00
2025-12-01,ws_016610,Starter,381,13,5,147,3,0.0724,24.00
2025-12-01,ws_016613,Starter,1762,23,1,760,4,0.0633,24.00
2025-12-01,ws_016622,Enterprise,1289,17,3,407,6,0.0047,0.00
2025-12-01,ws_016623,Community (free),1968,21,5,674,4,0.0815,0.00
2025-12-01,ws_016625,Starter,685,18,4,277,3,0.0832,24.00
2025-12-01,ws_016630,Pro,992,17,4,399,2,0.1267,60.00
2025-12-01,ws_016636,Starter,73,4,3,32,3,0.0257,24.00
2025-12-01,ws_016639,Pro,963,18,5,418,4,0.0308,60.00
2025-12-01,ws_016640,Enterprise,10585,46,4,4759,6,0.0676,0.00
2025-12-01,ws_016642,Community (free),,,,,,,0.00
2025-12-01,ws_016646,Pro,2809,25,3,1161,4,0.0522,60.00
2025-12-01,ws_016649,Business (self-hosted),685,13,2,363,3,0.0230,0.00
2025-12-01,ws_016650,Community (free),2464,23,1,796,6,0.0197,0.00
2025-12-01,ws_016651,Starter,1229,19,1,401,4,0.0246,24.00
2025-12-01,ws_016653,Community (free),,,,,,,0.00
2025-12-01,ws_016656,Enterprise,1774,17,2,666,5,0.0554,0.00
2025-12-01,ws_016658,Starter,3262,26,3,1531,4,0.0150,24.00
2025-12-01,ws_016659,Business (self-hosted),2619,25,3,1110,5,0.0153,0.00
2025-12-01,ws_016667,Starter,402,14,2,128,2,0.0465,24.00
2025-12-01,ws_016668,Starter,109,4,3,46,1,0.0958,24.00
2025-12-01,ws_016674,Enterprise,29885,71,2,12689,9,0.1061,0.00
2025-12-01,ws_016675,Community (free),,,,,,,0.00
2025-12-01,ws_016679,Starter,165,7,4,66,3,0.0377,24.00
2025-12-01,ws_016682,Pro,5198,32,2,3199,7,0.0837,60.00
2025-12-01,ws_016683,Starter,1457,18,3,590,5,0.0183,24.00
2025-12-01,ws_016686,Business (self-hosted),3354,27,1,1468,4,0.0825,0.00
2025-12-01,ws_016689,Enterprise,647,14,6,259,5,0.1057,0.00
2025-12-01,ws_016691,Community (free),211,11,5,55,4,0.0541,0.00
2025-12-01,ws_016692,Enterprise,42676,80,5,24062,7,0.0113,0.00
2025-12-01,ws_016694,Community (free),680,12,1,258,3,0.0492,0.00
2025-12-01,ws_016696,Community (free),386,10,1,167,3,0.0619,0.00
2025-12-01,ws_016699,Starter,226,7,4,72,2,0.0819,24.00
2025-12-01,ws_016701,Starter,310,11,5,92,1,0.0120,24.00
2025-12-01,ws_016703,Community (free),234,11,2,91,1,0.0271,0.00
2025-12-01,ws_016706,Pro,12532,47,3,5878,7,0.0109,60.00
2025-12-01,ws_016710,Pro,5695,34,2,2780,6,0.0349,60.00
2025-12-01,ws_016714,Community (free),,,,,,,0.00
2025-12-01,ws_016716,Pro,3045,25,3,1370,5,0.0782,60.00
2025-12-01,ws_016721,Pro,3035,25,4,990,5,0.0305,60.00
2025-12-01,ws_016722,Starter,197,6,2,68,3,0.0350,24.00
2025-12-01,ws_016724,Community (free),,,,,,,0.00
2025-12-01,ws_016725,Pro,4491,32,9,1941,6,0.0148,60.00
2025-12-01,ws_016726,Starter,79,5,3,36,3,0.0309,24.00
2025-12-01,ws_016727,Starter,318,9,2,180,1,0.0267,24.00
2025-12-01,ws_016728,Community (free),623,13,4,164,4,0.0335,0.00
2025-12-01,ws_016729,Business (self-hosted),690,13,4,188,4,0.1253,0.00
2025-12-01,ws_016730,Community (free),1067,19,2,418,3,0.0317,0.00
2025-12-01,ws_016731,Community (free),,,,,,,0.00
2025-12-01,ws_016732,Community (free),601,10,2,199,1,0.0565,0.00
2025-12-01,ws_016736,Business (self-hosted),3631,30,4,1792,5,0.0341,0.00
2025-12-01,ws_016737,Starter,288,10,4,94,4,0.0028,24.00
2025-12-01,ws_016741,Starter,3391,27,1,1462,3,0.0701,24.00
2025-12-01,ws_016742,Starter,1975,21,6,1055,6,0.0469,24.00
2025-12-01,ws_016744,Starter,196,10,4,62,3,0.0413,24.00
2025-12-01,ws_016745,Starter,794,14,4,369,3,0.0182,24.00
2025-12-01,ws_016747,Enterprise,3692,26,4,1355,4,0.0299,0.00
2025-12-01,ws_016750,Business,9002,41,5,3910,7,0.0405,800.00
2025-12-01,ws_016751,Starter,133,8,2,36,4,0.0131,24.00
2025-12-01,ws_016752,Starter,923,16,1,356,5,0.1038,24.00
2025-12-01,ws_016753,Starter,1785,23,3,721,4,0.0378,24.00
2025-12-01,ws_016754,Enterprise,11446,45,4,6209,8,0.2179,0.00
2025-12-01,ws_016761,Starter,534,15,2,173,2,0.0259,24.00
2025-12-01,ws_016763,Community (free),,,,,,,0.00
2025-12-01,ws_016764,Community (free),312,9,1,94,5,0.0093,0.00
2025-12-01,ws_016766,Starter,758,14,3,318,4,0.0287,24.00
2025-12-01,ws_016769,Community (free),,,,,,,0.00
2025-12-01,ws_016772,Enterprise,1435,19,4,526,4,0.0516,0.00
2025-12-01,ws_016773,Community (free),56302,89,6,30486,10,0.0181,0.00
2025-12-01,ws_016775,Starter,1573,20,1,603,5,0.0115,24.00
2025-12-01,ws_016778,Enterprise,4488,31,5,2360,4,0.0366,0.00
2025-12-01,ws_016780,Starter,713,15,1,305,3,0.0464,24.00
2025-12-01,ws_016784,Starter,869,15,1,373,1,0.0096,24.00
2025-12-01,ws_016785,Business,46755,82,6,30482,9,0.0305,800.00
2025-12-01,ws_016789,Starter,1542,21,1,664,5,0.0157,24.00
2025-12-01,ws_016790,Starter,42,4,2,14,3,0.0481,24.00
2025-12-01,ws_016792,Enterprise,299,10,5,101,4,0.0572,0.00
2025-12-01,ws_016794,Starter,148,9,1,37,3,0.0669,24.00
2025-12-01,ws_016795,Community (free),,,,,,,0.00
2025-12-01,ws_016800,Starter,153,9,2,41,2,0.0397,24.00
2025-12-01,ws_016802,Pro,9049,40,4,5358,6,0.0435,60.00
2025-12-01,ws_016803,Starter,1267,17,8,463,4,0.0129,24.00
2025-12-01,ws_016805,Community (free),10841,43,1,5305,7,0.0623,0.00
2025-12-01,ws_016806,Starter,2205,23,6,935,4,0.0426,24.00
2025-12-01,ws_016807,Community (free),,,,,,,0.00
2025-12-01,ws_016811,Business (self-hosted),662,12,5,196,4,0.0346,0.00
2025-12-01,ws_016812,Pro,4025,27,5,2569,6,0.0468,60.00
2025-12-01,ws_016816,Enterprise,30803,70,9,15476,9,0.0145,0.00
2025-12-01,ws_016817,Community (free),,,,,,,0.00
2025-12-01,ws_016818,Starter,1623,21,4,786,4,0.0359,24.00
2025-12-01,ws_016819,Starter,175,6,1,46,1,0.0566,24.00
2025-12-01,ws_016821,Starter,660,15,3,265,4,0.0629,24.00
2025-12-01,ws_016822,Community (free),176,11,4,82,2,0.0339,0.00
2025-12-01,ws_016823,Business (self-hosted),2409,25,7,1046,6,0.0545,0.00
2025-12-01,ws_016827,Pro,1661,19,2,831,4,0.0178,60.00
2025-12-01,ws_016829,Starter,700,15,4,242,5,0.0126,24.00
2025-12-01,ws_016830,Business (self-hosted),1194,19,2,392,4,0.0237,0.00
2025-12-01,ws_016832,Pro,1896,19,11,866,6,0.0506,60.00
2025-12-01,ws_016835,Starter,604,13,2,214,2,0.0460,24.00
2025-12-01,ws_016838,Starter,738,14,1,315,4,0.0775,24.00
2025-12-01,ws_016840,Starter,337,11,5,160,5,0.0392,24.00
2025-12-01,ws_016841,Community (free),2189,24,1,825,4,0.1709,0.00
2025-12-01,ws_016845,Starter,550,13,3,217,3,0.0291,24.00
2025-12-01,ws_016853,Pro,2443,24,3,1094,4,0.0249,60.00
2025-12-01,ws_016854,Enterprise,7163,39,4,3530,6,0.0421,0.00
2025-12-01,ws_016855,Enterprise,1747,19,7,757,6,0.0170,0.00
2025-12-01,ws_016862,Enterprise,37064,75,4,16543,9,0.0454,0.00
2025-12-01,ws_016865,Community (free),3396,28,2,1420,3,0.0408,0.00
2025-12-01,ws_016867,Community (free),,,,,,,0.00
2025-12-01,ws_016868,Community (free),124,9,6,35,1,0.0551,0.00
2025-12-01,ws_016870,Starter,375,13,1,131,4,0.0458,24.00
2025-12-01,ws_016871,Starter,1396,19,1,494,5,0.0481,24.00
2025-12-01,ws_016872,Community (free),1045,17,4,420,4,0.0424,0.00
2025-12-01,ws_016874,Starter,263,11,4,107,3,0.0007,24.00
2025-12-01,ws_016875,Community (free),7845,39,7,4189,6,0.0468,0.00
2025-12-01,ws_016876,Starter,664,11,1,289,2,0.1115,24.00
2025-12-01,ws_016880,Starter,49,5,3,11,2,0.0523,24.00
2025-12-01,ws_016884,Community (free),,,,,,,0.00
2025-12-01,ws_016887,Starter,232,10,4,64,3,0.0811,24.00
2025-12-01,ws_016888,Starter,718,13,2,310,2,0.0852,24.00
2025-12-01,ws_016892,Community (free),2853,26,1,874,5,0.0299,0.00
2025-12-01,ws_016895,Enterprise,30625,70,2,13257,8,0.0048,0.00
2025-12-01,ws_016897,Starter,1498,21,2,580,2,0.0051,24.00
2025-12-01,ws_016899,Starter,390,11,2,163,4,0.0049,24.00
2025-12-01,ws_016901,Starter,695,14,1,296,4,0.0230,24.00
2025-12-01,ws_016902,Starter,23,5,3,9,2,0.0981,24.00
2025-12-01,ws_016903,Starter,1997,21,5,900,5,0.0615,24.00
2025-12-01,ws_016904,Community (free),,,,,,,0.00
2025-12-01,ws_016906,Pro,2752,25,2,1359,5,0.0455,60.00
2025-12-01,ws_016909,Starter,664,13,3,235,3,0.0642,24.00
2025-12-01,ws_016912,Community (free),,,,,,,0.00
2025-12-01,ws_016914,Starter,58,7,2,13,1,0.0486,24.00
2025-12-01,ws_016916,Pro,3573,30,2,1597,5,0.0556,60.00
2025-12-01,ws_016917,Business,10124,44,3,6101,5,0.0512,800.00
2025-12-01,ws_016920,Starter,662,14,2,278,4,0.0800,24.00
2025-12-01,ws_016922,Starter,466,13,5,217,4,0.0356,24.00
2025-12-01,ws_016928,Community (free),102,6,1,37,2,0.0641,0.00
2025-12-01,ws_016933,Starter,85,8,1,30,2,0.0814,24.00
2025-12-01,ws_016934,Community (free),544,11,3,179,2,0.0305,0.00
2025-12-01,ws_016937,Enterprise,6546,35,3,2084,6,0.0249,0.00
2025-12-01,ws_016939,Enterprise,3633,28,5,1805,6,0.0165,0.00
2025-12-01,ws_016940,Community (free),8168,39,6,3645,7,0.0493,0.00
2025-12-01,ws_016941,Pro,4828,32,3,1673,7,0.0260,60.00
2025-12-01,ws_016942,Starter,190,9,2,71,1,0.0218,24.00
2025-12-01,ws_016943,Starter,767,17,3,348,4,0.0846,24.00
2025-12-01,ws_016944,Starter,542,13,4,264,3,0.0115,24.00
2025-12-01,ws_016947,Community (free),2441,26,4,1201,6,0.0364,0.00
2025-12-01,ws_016948,Community (free),521,13,4,130,3,0.1143,0.00
2025-12-01,ws_016953,Pro,972,16,6,485,3,0.2109,60.00
2025-12-01,ws_016955,Starter,2950,25,4,1527,4,0.0615,24.00
2025-12-01,ws_016956,Community (free),,,,,,,0.00
2025-12-01,ws_016959,Starter,356,12,3,120,2,0.0726,24.00
2025-12-01,ws_016963,Starter,480,11,2,259,4,0.0690,24.00
2025-12-01,ws_016966,Enterprise,16487,51,6,8626,7,0.0473,0.00
2025-12-01,ws_016969,Starter,2160,25,4,989,5,0.0616,24.00
2025-12-01,ws_016970,Starter,1639,18,3,892,4,0.0100,24.00
2025-12-01,ws_016971,Starter,622,14,4,275,4,0.0165,24.00
2025-12-01,ws_016974,Starter,374,12,2,143,3,0.0081,24.00
2025-12-01,ws_016975,Community (free),120293,121,6,75227,12,0.0201,0.00
2025-12-01,ws_016978,Pro,3179,27,1,1487,6,0.0257,60.00
2025-12-01,ws_016983,Community (free),1750,21,2,485,4,0.0831,0.00
2025-12-01,ws_016985,Community (free),741,14,2,227,3,0.0709,0.00
2025-12-01,ws_016989,Starter,431,14,2,175,3,0.0746,24.00
2025-12-01,ws_016990,Community (free),298,9,4,148,2,0.0047,0.00
2025-12-01,ws_016991,Starter,1730,21,1,437,4,0.0602,24.00
2025-12-01,ws_016995,Community (free),,,,,,,0.00
2025-12-01,ws_016998,Community (free),,,,,,,0.00
2025-12-01,ws_017000,Community (free),6735,36,5,3074,6,0.1418,0.00
2025-12-01,ws_017001,Pro,3315,28,1,2130,5,0.0598,60.00
2025-12-01,ws_017002,Community (free),420,11,1,105,3,0.0655,0.00
2025-12-01,ws_017004,Pro,1253,20,1,533,3,0.0266,60.00
2025-12-01,ws_017005,Pro,1697,22,3,1026,5,0.0171,60.00
2025-12-01,ws_017006,Starter,93,6,1,23,3,0.0752,24.00
2025-12-01,ws_017009,Starter,186,5,3,61,2,0.0228,24.00
2025-12-01,ws_017010,Community (free),,,,,,,0.00
2025-12-01,ws_017016,Starter,567,14,2,267,3,0.1082,24.00
2025-12-01,ws_017017,Starter,1038,18,3,534,4,0.0420,24.00
2025-12-01,ws_017018,Starter,708,16,2,300,4,0.0806,24.00
2025-12-01,ws_017022,Pro,1356,20,1,491,4,0.0543,60.00
2025-12-01,ws_017031,Enterprise,202,8,4,89,2,0.0849,0.00
2025-12-01,ws_017033,Enterprise,3014,28,8,1037,5,0.0718,0.00
2025-12-01,ws_017034,Starter,348,12,6,139,4,0.0176,24.00
2025-12-01,ws_017035,Starter,107,5,1,32,1,0.0453,24.00
2025-12-01,ws_017038,Starter,686,11,3,278,2,0.0759,24.00
2025-12-01,ws_017041,Business (self-hosted),2356,25,7,1193,5,0.0005,0.00
2025-12-01,ws_017047,Community (free),49182,84,5,26709,9,0.0326,0.00
2025-12-01,ws_017048,Community (free),,,,,,,0.00
2025-12-01,ws_017056,Pro,4092,29,1,1676,7,0.0741,60.00
2025-12-01,ws_017057,Starter,410,12,2,195,2,0.0539,24.00
2025-12-01,ws_017060,Community (free),1311,18,2,420,4,0.0191,0.00
2025-12-01,ws_017061,Pro,8475,39,4,2746,7,0.0108,60.00
2025-12-01,ws_017063,Community (free),94,8,3,30,1,0.0345,0.00
2025-12-01,ws_017065,Starter,755,11,2,392,3,0.0097,24.00
2025-12-01,ws_017066,Enterprise,1329,18,4,543,4,0.0464,0.00
2025-12-01,ws_017067,Starter,1369,18,1,577,6,0.2178,24.00
2025-12-01,ws_017068,Starter,1794,21,5,781,5,0.0122,24.00
2025-12-01,ws_017069,Starter,863,16,4,440,3,0.0081,24.00
2025-12-01,ws_017073,Starter,52,2,3,14,4,0.0312,24.00
2025-12-01,ws_017075,Starter,874,16,8,486,3,0.1798,24.00
2025-12-01,ws_017077,Starter,763,16,2,275,4,0.1223,24.00
2025-12-01,ws_017081,Starter,730,17,3,291,3,0.0603,24.00
2025-12-01,ws_017082,Starter,6965,35,6,3400,7,0.1194,24.00
2025-12-01,ws_017083,Starter,144,8,1,44,3,0.0315,24.00
2025-12-01,ws_017085,Enterprise,3472,28,6,1654,5,0.2135,0.00
2025-12-01,ws_017086,Community (free),8924,41,7,4266,6,0.0683,0.00
2025-12-01,ws_017087,Community (free),,,,,,,0.00
2025-12-01,ws_017092,Community (free),429,12,4,177,4,0.0207,0.00
2025-12-01,ws_017095,Starter,2051,24,2,854,6,0.0185,24.00
2025-12-01,ws_017096,Starter,78,6,3,25,4,0.0491,24.00
2025-12-01,ws_017098,Pro,6395,37,5,2515,5,0.0770,60.00
2025-12-01,ws_017103,Starter,152,6,1,43,3,0.0577,24.00
2025-12-01,ws_017104,Starter,1492,17,1,710,5,0.0382,24.00
2025-12-01,ws_017106,Business,14702,51,1,6770,9,0.0239,800.00
2025-12-01,ws_017111,Community (free),1862,20,3,410,5,0.0579,0.00
2025-12-01,ws_017116,Starter,316,5,3,95,3,0.0383,24.00
2025-12-01,ws_017118,Community (free),506,13,1,317,5,0.0526,0.00
2025-12-01,ws_017119,Enterprise,3865,30,7,1898,6,0.0175,0.00
2025-12-01,ws_017120,Community (free),,,,,,,0.00
2025-12-01,ws_017124,Starter,446,9,3,151,3,0.1957,24.00
2025-12-01,ws_017126,Business,39582,77,3,20351,10,0.0821,800.00
2025-12-01,ws_017127,Community (free),,,,,,,0.00
2025-12-01,ws_017128,Enterprise,331,12,1,162,3,0.0007,0.00
2025-12-01,ws_017131,Starter,1078,16,1,324,4,0.0210,24.00
2025-12-01,ws_017132,Starter,1733,20,1,836,3,0.0057,24.00
2025-12-01,ws_017134,Starter,473,12,1,196,3,0.0176,24.00
2025-12-01,ws_017138,Community (free),6445,36,2,3403,7,0.0052,0.00
2025-12-01,ws_017143,Starter,1662,19,7,792,4,0.0672,24.00
2025-12-01,ws_017144,Business,16715,54,4,6901,8,0.0195,800.00
2025-12-01,ws_017150,Community (free),1905,21,3,794,3,0.0199,0.00
2025-12-01,ws_017151,Community (free),,,,,,,0.00
2025-12-01,ws_017153,Starter,473,12,1,197,3,0.0249,24.00
2025-12-01,ws_017154,Pro,8161,41,1,3786,7,0.0630,60.00
2025-12-01,ws_017157,Business,33433,72,8,15492,8,0.0455,800.00
2025-12-01,ws_017158,Community (free),,,,,,,0.00
2025-12-01,ws_017162,Community (free),1818,20,5,670,4,0.1077,0.00
2025-12-01,ws_017164,Starter,371,10,4,114,2,0.0195,24.00
2025-12-01,ws_017165,Pro,5934,36,1,2095,7,0.0621,60.00
2025-12-01,ws_017169,Starter,694,15,2,185,5,0.0177,24.00
2025-12-01,ws_017170,Community (free),94,8,2,27,3,0.0405,0.00
2025-12-01,ws_017171,Starter,235,8,1,100,2,0.0839,24.00
2025-12-01,ws_017175,Community (free),7538,40,2,3818,6,0.0679,0.00
2025-12-01,ws_017176,Community (free),2378,22,2,1060,2,0.0390,0.00
2025-12-01,ws_017177,Starter,638,11,2,326,5,0.0594,24.00
2025-12-01,ws_017183,Pro,6659,36,6,4391,5,0.1719,60.00
2025-12-01,ws_017185,Starter,2435,25,5,868,7,0.1141,24.00
2025-12-01,ws_017186,Starter,261,7,1,104,3,0.0325,24.00
2025-12-01,ws_017187,Business,8047,42,4,3818,8,0.0362,800.00
2025-12-01,ws_017193,Business (self-hosted),163,7,1,58,1,0.0609,0.00
2025-12-01,ws_017194,Community (free),436,10,3,196,3,0.0677,0.00
2025-12-01,ws_017197,Starter,270,9,3,95,2,0.0387,24.00
2025-12-01,ws_017198,Community (free),,,,,,,0.00
2025-12-01,ws_017203,Pro,13482,49,5,8136,7,0.0534,60.00
2025-12-01,ws_017205,Starter,851,13,3,430,4,0.0170,24.00
2025-12-01,ws_017207,Business (self-hosted),1615,20,4,736,5,0.0257,0.00
2025-12-01,ws_017211,Pro,5072,33,6,2134,6,0.0285,60.00
2025-12-01,ws_017213,Business (self-hosted),462,13,2,326,3,0.0050,0.00
2025-12-01,ws_017220,Community (free),1329,17,4,459,4,0.0148,0.00
2025-12-01,ws_017221,Starter,682,16,1,190,3,0.0779,24.00
2025-12-01,ws_017222,Starter,883,16,3,257,4,0.0522,24.00
2025-12-01,ws_017224,Starter,236,10,1,69,1,0.0699,24.00
2025-12-01,ws_017226,Starter,377,11,2,92,3,0.0291,24.00
2025-12-01,ws_017227,Enterprise,207,8,3,63,2,0.0739,0.00
2025-12-01,ws_017230,Community (free),,,,,,,0.00
2025-12-01,ws_017235,Enterprise,265457,170,12,175355,12,0.0090,0.00
2025-12-01,ws_017238,Community (free),514,13,2,166,3,0.0086,0.00
2025-12-01,ws_017242,Starter,100,9,3,40,1,0.0905,24.00
2025-12-01,ws_017243,Starter,606,14,1,221,3,0.0955,24.00
2025-12-01,ws_017247,Community (free),1317,19,6,521,5,0.0655,0.00
2025-12-01,ws_017249,Business (self-hosted),995,18,4,497,5,0.0085,0.00
2025-12-01,ws_017254,Community (free),,,,,,,0.00
2025-12-01,ws_017255,Community (free),,,,,,,0.00
2025-12-01,ws_017257,Community (free),,,,,,,0.00
2025-12-01,ws_017258,Enterprise,859,15,5,362,2,0.0494,0.00
2025-12-01,ws_017261,Starter,755,18,2,197,2,0.0632,24.00
2025-12-01,ws_017264,Pro,3829,27,1,1703,5,0.0230,60.00
2025-12-01,ws_017272,Enterprise,,,,,,,0.00
2025-12-01,ws_017273,Starter,130,10,2,34,1,0.0722,24.00
2025-12-01,ws_017276,Community (free),4117,28,4,1725,4,0.1894,0.00
2025-12-01,ws_017277,Community (free),,,,,,,0.00
2025-12-01,ws_017278,Starter,1903,20,1,679,4,0.1164,24.00
2025-12-01,ws_017283,Community (free),1835,22,2,530,4,0.0521,0.00
2025-12-01,ws_017284,Community (free),3217,24,4,1721,4,0.1131,0.00
2025-12-01,ws_017289,Starter,164,7,2,68,2,0.0326,24.00
2025-12-01,ws_017290,Business (self-hosted),5050,34,4,2643,7,0.0305,0.00
2025-12-01,ws_017291,Business (self-hosted),932,15,1,298,4,0.0278,0.00
2025-12-01,ws_017293,Enterprise,249,10,4,116,1,0.1193,0.00
2025-12-01,ws_017296,Enterprise,2868,27,2,1204,5,0.0671,0.00
2025-12-01,ws_017298,Pro,5630,33,2,2158,5,0.0055,60.00
2025-12-01,ws_017299,Enterprise,19327,56,4,9920,6,0.0548,0.00
2025-12-01,ws_017302,Starter,2292,22,5,1091,5,0.1094,24.00
2025-12-01,ws_017309,Starter,759,15,6,421,5,0.1151,24.00
2025-12-01,ws_017310,Community (free),533,14,3,327,5,0.0611,0.00
2025-12-01,ws_017317,Community (free),,,,,,,0.00
2025-12-01,ws_017318,Starter,1492,20,1,639,4,0.0633,24.00
2025-12-01,ws_017319,Business,8826,38,2,2728,7,0.0265,800.00
2025-12-01,ws_017320,Business (self-hosted),812,13,3,411,3,0.0801,0.00
2025-12-01,ws_017324,Starter,2972,27,2,1382,4,0.0212,24.00
2025-12-01,ws_017327,Starter,786,13,3,403,4,0.0266,24.00
2025-12-01,ws_017328,Starter,4505,30,1,1928,7,0.0560,24.00
2025-12-01,ws_017332,Starter,601,10,5,269,3,0.0582,24.00
2025-12-01,ws_017333,Community (free),108,9,3,32,2,0.0484,0.00
